Filename,Detected Objects
Its_been_told_that_you_can_see_lights_go_on_in_the.png,"flagpole, flagstaff (0.26), picket fence, paling (0.22), church, church building (0.08), window screen (0.06), boathouse (0.03)"
Towards_dusk_a_large__fast_moving_white_mist_like.png,"flagpole, flagstaff (0.29), pole (0.04), spotlight, spot (0.03), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.03), airship, dirigible (0.03)"
Has_blood_stains_on_the_walls_and_now_remains_all.png,"shoji (0.79), sliding door (0.10), wardrobe, closet, press (0.02)"
Voices_of_young_children_are_heard_when_no_one_is.png,vestment (0.93)
Reports_of_musket_fire_and_screaming_.png,"rifle (0.53), violin, fiddle (0.08), trombone (0.04), cello, violoncello (0.03), assault rifle, assault gun (0.03)"
At_night_a_woman_can_be_seen_walking_the_creek_bed.png,viaduct (0.92)
Many_people_over_the_last_hundred_years_have_heard.png,"boathouse (0.46), mobile home, manufactured home (0.09), lakeside, lakeshore (0.08), picket fence, paling (0.04), barn (0.02)"
This_location_is_an_old_late_1800_s_and_early_1900.png,"mailbox, letter box (0.40), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.08), park bench (0.03), milk can (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Dormitory_said_to_be_haunted_because_of_being_cons.png,"sliding door (0.31), wardrobe, closet, press (0.17), shoji (0.10), refrigerator, icebox (0.02), home theater, home theatre (0.02)"
Down_in_the_narrow_end_of_Bottom_Road_at_certain_t.png,"mousetrap (0.33), saltshaker, salt shaker (0.13), switch, electric switch, electrical switch (0.10), rubber eraser, rubber, pencil eraser (0.06), spotlight, spot (0.05)"
In_the_depths_of_Shell_Mounds__there_is_a_clear_ci.png,"maze, labyrinth (0.45), sundial (0.08), megalith, megalithic structure (0.04), fountain (0.03), radio telescope, radio reflector (0.02)"
At_the_Ozark_High_School__the_stage_used_for_music.png,"theater curtain, theatre curtain (0.98)"
Near_a_curve_in_the_railroad_tracks_inside_the_cit.png,"freight car (0.43), passenger car, coach, carriage (0.24), electric locomotive (0.18), steam locomotive (0.02)"
School_was_built_in_early_nineteen_hundreds__One_n.png,"prison, prison house (0.90), sliding door (0.03)"
Legend_says_that_if_you_go_down_this_road__you_wil.png,"suspension bridge (0.49), spotlight, spot (0.13), hourglass (0.10), wing (0.06), traffic light, traffic signal, stoplight (0.02)"
A_former_employee_named_George_is_said_to_haunt_th.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.99)"
Some_people_say_if_you_go_there_at_night_the_Books.png,"library (0.72), bookcase (0.14), bookshop, bookstore, bookstall (0.06)"
Many_old_people_that_are_buried_here__seem_to_disa.png,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.40), worm fence, snake fence, snake-rail fence, Virginia fence (0.18), pier (0.11), picket fence, paling (0.09), mailbox, letter box (0.02)"
A_running_figure_can_be_seen_along_the_track_of_th.png,"crutch (0.22), umbrella (0.14), unicycle, monocycle (0.09), soccer ball (0.06), spotlight, spot (0.05)"
_one_mile_south__down_134_past_Sooner__a_woman_dri.png,"suspension bridge (0.68), tow truck, tow car, wrecker (0.02), viaduct (0.02)"
Oriental_Man_walking_his_dog__and_practicing_his_g.png,"crutch (0.56), golf ball (0.11), croquet ball (0.05)"
It_is_a_abandoned_Mansion_of_the_magician_Houdini_.png,"palace (0.50), monastery (0.21), church, church building (0.11), castle (0.03), dome (0.02)"
Ellender_Dormitory___In_past_years_there_was_an_al.png,"library (0.89), palace (0.04)"
Twenty_years_ago__a_woman_and_her_baby_died_in_a_c.png,"pier (0.77), suspension bridge (0.07), dock, dockage, docking facility (0.02)"
This_restaurant_is_haunted_by_a_ghost_named_Charli.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.58), restaurant, eating house, eating place, eatery (0.17), palace (0.09), library (0.03)"
Intensive_Care_Nursery_haunted_by_women_that_have.png,"prison, prison house (0.38), cinema, movie theater, movie theatre, movie house, picture palace (0.17), vault (0.07), shoji (0.05), home theater, home theatre (0.04)"
Laxson_Auditorium___supposedly_the_spirit_of_an_ol.png,"vault (0.22), palace (0.12), prison, prison house (0.11), pier (0.09), library (0.04)"
On_the_property_there_is_an_abandoned_mansion_clos.png,"church, church building (0.33), palace (0.26), monastery (0.22), dome (0.04), castle (0.02)"
every_night_if_you_drive_across_Black_Panther_Brid.png,"lakeside, lakeshore (0.42), park bench (0.10), megalith, megalithic structure (0.06), stone wall (0.03), swing (0.03)"
A_Little_boy_at_the_age_of_3_and_His_mother_were_k.png,"picket fence, paling (0.62), worm fence, snake fence, snake-rail fence, Virginia fence (0.06), lawn mower, mower (0.02), milk can (0.02), croquet ball (0.02)"
Sharlot_Hall___Visitors_report_cold_spots__and_the.png,"radiator (0.25), sliding door (0.11), vault (0.07), prison, prison house (0.04), doormat, welcome mat (0.04)"
People_have_reported_hearing_the_screams_of_a_fema.png,"church, church building (0.33), bell cote, bell cot (0.28), monastery (0.22), mosque (0.02)"
There_is_a_young_woman_said_to_haunt_this_Bed_and.png,"picket fence, paling (0.39), church, church building (0.17), window screen (0.07), flagpole, flagstaff (0.05), window shade (0.02)"
It_is_said_that_3_ghost_haunt_the_school__There_is.png,"prison, prison house (0.22), umbrella (0.06), barbershop (0.05), pay-phone, pay-station (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
This_home_used_to_be_a_slave_home_built_in_1700_or.png,"picket fence, paling (0.51), boathouse (0.12), flagpole, flagstaff (0.12), library (0.07), mobile home, manufactured home (0.03)"
Guests_complain_about_a_little_girl_calling_for_he.png,vending machine (0.85)
If_you_go_in_the_cemetery_at_night_at_around_11_00.png,"church, church building (0.45), bell cote, bell cot (0.13), monastery (0.08), obelisk (0.07), triumphal arch (0.04)"
This_school_just_received_air_conditioning__but_th.png,"library (0.84), restaurant, eating house, eating place, eatery (0.03), grand piano, grand (0.02)"
Built_in_the_1700_s__many_families_have_occupied_t.png,"palace (0.29), picket fence, paling (0.07), castle (0.05), beacon, lighthouse, beacon light, pharos (0.04), library (0.03)"
Across_the_bridge_to_the_right_there_is_a_stair_ca.png,"bannister, banister, balustrade, balusters, handrail (0.75), church, church building (0.06), boathouse (0.02)"
Strange_blue_lights_and_many_other_occurrences__So.png,"prison, prison house (0.27), spotlight, spot (0.09), medicine chest, medicine cabinet (0.06), stove (0.03), television, television system (0.03)"
It_is_said_that_a_woman_had_two_of_her_kids_drown.png,"boathouse (0.64), lakeside, lakeshore (0.10), birdhouse (0.04), castle (0.03), church, church building (0.02)"
At_night_when_you_go_in_the_church__if_you_listen.png,"church, church building (0.49), prison, prison house (0.14), vault (0.10), monastery (0.04), altar (0.02)"
They_say_that_in_the_library__people_see_the_man_t.png,"abaya (0.78), guillotine (0.07), prison, prison house (0.07), cloak (0.02)"
Buildings_14_and_17___These_buildings_used_to_be_a.png,tile roof (0.87)
Witnesses_say_that_things_moving_around_at_night_a.png,"spotlight, spot (0.93), lampshade, lamp shade (0.02)"
late_at_night_during_rainy_nights_on_fourth_St__th.png,"cloak (0.35), spotlight, spot (0.25), abaya (0.19), fur coat (0.02)"
It_is_said_that_on_the_outside_of_the_mission__the.png,"hook, claw (0.29), wardrobe, closet, press (0.25), window shade (0.03), window screen (0.03), sliding door (0.03)"
This_Wal_Mart_is_said_to_be_built_on_an_Indian_bur.png,"grocery store, grocery, food market, market (0.87), shopping basket (0.02), confectionery, confectionary, candy store (0.02), bakery, bakeshop, bakehouse (0.02)"
An_old_man_dressed_in_a_black_suit_and_black_top_h.png,"cloak (0.29), cowboy hat, ten-gallon hat (0.19), trench coat (0.14), abaya (0.06), fur coat (0.03)"
Reports_of_cold_spots__moaning_heard__the_third_to.png,"wardrobe, closet, press (0.26), vault (0.09), shower curtain (0.05), mosquito net (0.05), medicine chest, medicine cabinet (0.04)"
There_are_actually_two_ghost_stories_that_have_mad.png,"dining table, board (0.11), restaurant, eating house, eating place, eatery (0.05), folding chair (0.05), library (0.04), china cabinet, china closet (0.04)"
Supposedly__if_you_go_there_late_at_night_you_can.png,"picket fence, paling (0.36), megalith, megalithic structure (0.10), maze, labyrinth (0.07), obelisk (0.03), yurt (0.03)"
Two_spirits_are_known_to_haunt_this_theater__One_i.png,"theater curtain, theatre curtain (0.74), cinema, movie theater, movie theatre, movie house, picture palace (0.12), stage (0.02)"
Balls_of_light_dance_down_the_road_and_sometimes_i.png,"spotlight, spot (0.71), snowplow, snowplough (0.03), park bench (0.02)"
Just_north_of_the_Arkansas_River_and_south_of_a_ne.png,barn (0.92)
Room_218____The_building_is_haunted_by_an_Irishman.png,"sliding door (0.78), prison, prison house (0.04)"
A_young_boy_drowned_in_a_bath_tub_in_the_house___T.png,"toilet seat (0.34), bathtub, bathing tub, bath, tub (0.27), tub, vat (0.11), shower curtain (0.06), medicine chest, medicine cabinet (0.02)"
A_biker_died_on_the_road_about_10_years_ago_and_no.png,"motor scooter, scooter (0.28), barrow, garden cart, lawn cart, wheelbarrow (0.16), snowmobile (0.14), jeep, landrover (0.02), moped (0.02)"
while_walking_this_path_in_the_late_evening_hours_.png,"sea slug, nudibranch (0.51), flatworm, platyhelminth (0.10), mushroom (0.03), rapeseed (0.02), jellyfish (0.02)"
Early_in_1893__an_opera_comedy_group_led_by_John_O.png,"theater curtain, theatre curtain (0.29), bow tie, bow-tie, bowtie (0.14), gown (0.07), jean, blue jean, denim (0.03), cloak (0.03)"
During_the_construction_of_the_warehouse_it_was_sa.png,"prison, prison house (0.80), pole (0.03), sliding door (0.02)"
Noises_in_Hallway__items_being_moved__Whispered_vo.png,"prison, prison house (0.79), shoji (0.04), vault (0.03)"
There_is_a_hill_at_the_exit_of_the_rest_stop__If_y.png,"mailbox, letter box (0.29), street sign (0.15), pole (0.08), traffic light, traffic signal, stoplight (0.05), birdhouse (0.04)"
Lemon_Ave___The_Lady_was_killed_by_car_accident_yo.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.28), barbershop (0.09), prison, prison house (0.08), picket fence, paling (0.06), library (0.06)"
On_the_southeast_corner_of_Harbor_and_Commonwealth.png,"barbershop (0.19), bookshop, bookstore, bookstall (0.09), streetcar, tram, tramcar, trolley, trolley car (0.08), mobile home, manufactured home (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.07)"
Cabin_The_First_Interstate_Bldg___now_called_the_A.png,"balloon (0.35), airship, dirigible (0.23), bell cote, bell cot (0.04), jigsaw puzzle (0.04), crane (0.04)"
The_Tower_Room___Although_it_is_no_longer_a_hotel_.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.30), theater curtain, theatre curtain (0.28), restaurant, eating house, eating place, eatery (0.09), vault (0.06), throne (0.04)"
On_the_full_moon_at_midnight_you_can_see_a_woman_w.png,"ballplayer, baseball player (0.24), book jacket, dust cover, dust jacket, dust wrapper (0.23), comic book (0.13), zebra (0.05), baseball (0.03)"
There_is_a_book_of_ghost_stories_about_this_histor.png,"palace (0.74), castle (0.15)"
The_abandoned_Hospital_is_haunted__An_apparition_h.png,"sliding door (0.25), shoji (0.20), window shade (0.07), prison, prison house (0.05), vault (0.05)"
Once_a_school_of_theater_arts_and_now_a_state_hist.png,"church, church building (0.21), organ, pipe organ (0.19), vault (0.16), altar (0.11), monastery (0.04)"
The_original_courthouse_burned_down_and_everyone_b.png,"carousel, carrousel, merry-go-round, roundabout, whirligig (0.42), prison, prison house (0.40), book jacket, dust cover, dust jacket, dust wrapper (0.06), vault (0.02)"
proceed_past_the_fairgrounds_5_miles_to_the_dump_.png,"planetarium (0.85), dome (0.04)"
Reports_of_hearing_a_girl_screaming__and_things_se.png,"mosquito net (0.63), cloak (0.09), theater curtain, theatre curtain (0.03)"
Reports_of_doors_opening_and_closing_on_their_own_.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Various_hauntings_occur_in_this_hotel_and_has_been.png,palace (0.94)
Only_one_teacher_opens_up_in_the_morning_at_6am__b.png,"abaya (0.59), cloak (0.13), prison, prison house (0.09)"
At_the_apartments__they_say_that_there_was_a_horri.png,"prison, prison house (0.97)"
A_light_is_seen_at_night_going_up_and_down_the_tra.png,"passenger car, coach, carriage (0.46), bullet train, bullet (0.12), prayer rug, prayer mat (0.04), electric locomotive (0.04), steam locomotive (0.03)"
What_is_now_a_teenage_recovery_house_is_the_site_o.png,"picket fence, paling (0.35), church, church building (0.18), boathouse (0.17), beacon, lighthouse, beacon light, pharos (0.05), flagpole, flagstaff (0.03)"
When_the_school_was_first_being_built__and_there_.png,"crutch (0.23), lakeside, lakeshore (0.08), park bench (0.03), golf ball (0.03), tripod (0.02)"
Between_Roosevelt_and_Fillmore___A_nine_year_old_g.png,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria (0.19), ambulance (0.17), moving van (0.11), recreational vehicle, RV, R.V. (0.07), mobile home, manufactured home (0.06)"
Here_are_some_of_the_accounts_recorded_by_the_Eart.png,"brass, memorial tablet, plaque (0.90)"
A_boy_named_Tyler_was_a_student_in_the_1960_s__and.png,"soccer ball (0.21), jersey, T-shirt, tee shirt (0.16), sweatshirt (0.10), ballplayer, baseball player (0.06), dumbbell (0.04)"
People_have_seen_an_Indian_dressed_only_in_breech.png,"megalith, megalithic structure (0.44), picket fence, paling (0.18), worm fence, snake fence, snake-rail fence, Virginia fence (0.13)"
One_day_long_ago_a_baby_had_drowned_while_parents.png,"suspension bridge (0.27), bannister, banister, balustrade, balusters, handrail (0.18), pier (0.10), dam, dike, dyke (0.03)"
Every_summer_if_you_are_driving_on_this_Rodeo___Cr.png,"racer, race car, racing car (0.69), minivan (0.06), limousine, limo (0.04), car wheel (0.02), sports car, sport car (0.02)"
Indio_High_has_been_around_since_the_early_60_s__A.png,"bell cote, bell cot (0.10), desk (0.09), patio, terrace (0.06), altar (0.06), fountain (0.06)"
Inside_old_ROP_building_in_the_hallway_footsteps_w.png,"prison, prison house (0.68)"
Lilburn___It_has_been_called_the_most_haunted_loca.png,"church, church building (0.25), beacon, lighthouse, beacon light, pharos (0.13), boathouse (0.12), barn (0.07), flagpole, flagstaff (0.06)"
Rotunda____limited_sightings__Area_was_closed_to_p.png,"dome (0.50), church, church building (0.08), vault (0.06), palace (0.02), washer, automatic washer, washing machine (0.02)"
Several_workers_have_seen_people_or_images_walking.png,"radiator (0.22), pole (0.13), cloak (0.10), crutch (0.09), prison, prison house (0.07)"
You_can_t_enter_the_grounds_because_it_is_fenced_o.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.76), picket fence, paling (0.08)"
Reports_of_ghostly_apparitions_chasing_cars_down_t.png,plastic bag (0.98)
Haunted_by_an_unknown_entity_.png,"bannister, banister, balustrade, balusters, handrail (0.31), radiator (0.12), car mirror (0.03), switch, electric switch, electrical switch (0.02), iron, smoothing iron (0.02)"
Walker_Rd__surrounding_area____Witnesses_have_seen.png,"church, church building (0.85), barn (0.05), picket fence, paling (0.04), beacon, lighthouse, beacon light, pharos (0.02)"
Its_said_to_be_that_a_little_boy_hung_himself_from.png,"dam, dike, dyke (0.74), boathouse (0.04), geyser (0.02), valley, vale (0.02)"
Female_singing_and_crowd_voices_noises_are_heard_.png,"spotlight, spot (0.98)"
L_.png,"digital clock (0.49), projector (0.13), monitor (0.06), screen, CRT screen (0.03), television, television system (0.02)"
In_the_old_gym_of_CHS__many_have_heard_legends_of.png,"prison, prison house (0.15), vault (0.09), spotlight, spot (0.05), sliding door (0.05), window screen (0.05)"
In_the_early_morning_hours_sometimes_the_locals_cl.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.26), picket fence, paling (0.24), hay (0.02)"
Almost_at_the_very_end_of_Redwood_Rd___there_s_a_h.png,swing (0.99)
On_the_side_of_the_new_Dudley_oxford_road__for_abo.png,"hay (0.40), park bench (0.06), barn (0.05), lawn mower, mower (0.02)"
Built_in_the_late_1700_s__Mission_San_Jose_has_had.png,"church, church building (0.49), monastery (0.43)"
This_is_an_old_cemetery_with_a_boardwalk_right_up.png,"picket fence, paling (0.29), worm fence, snake fence, snake-rail fence, Virginia fence (0.25), pedestal, plinth, footstall (0.09), megalith, megalithic structure (0.07), totem pole (0.02)"
This_old_house_marked__20__on_the_entrance_is_extr.png,"picket fence, paling (0.96)"
The_Beauregard_Keyes_house_is_known_to_be_haunted.png,palace (0.86)
The_ghosts_of_Spanish_Conquistadors_search_for_the.png,"cloak (0.26), poncho (0.22), maypole (0.15), sombrero (0.03), cowboy hat, ten-gallon hat (0.02)"
This_school__built_in_1925__had_a_swimming_pool_at.png,"prison, prison house (0.94)"
haunted_by_several_ghosts_who_were_residents_durin.png,"prison, prison house (0.91), sliding door (0.02)"
Reporters_have_investigated_and_it_s_said_to_be_ha.png,"shoji (0.57), window shade (0.11), window screen (0.06), bannister, banister, balustrade, balusters, handrail (0.05), sliding door (0.02)"
For_the_past_two_years_a_phantom_rowboat_has_been.png,"speedboat (0.46), lakeside, lakeshore (0.13), boathouse (0.08), sandbar, sand bar (0.05), dam, dike, dyke (0.03)"
Long_ago_there_was_a_driveby_on_Jackson_Street__wh.png,"trolleybus, trolley coach, trackless trolley (0.33), traffic light, traffic signal, stoplight (0.20), pole (0.15), cinema, movie theater, movie theatre, movie house, picture palace (0.05), streetcar, tram, tramcar, trolley, trolley car (0.04)"
This_cottage_was_once_an_old_school_house__Late_at.png,"church, church building (0.82), picket fence, paling (0.07), beacon, lighthouse, beacon light, pharos (0.02)"
Strange_howling_can_be_heard_coming_from_no_where_.png,"Weimaraner (0.29), redbone (0.24), Italian greyhound (0.12), meerkat, mierkat (0.09), Rhodesian ridgeback (0.02)"
This_ghost_pretty_much_have_been_sighted_along_the.png,"bobsled, bobsleigh, bob (0.31), snowmobile (0.15), black grouse (0.04), lakeside, lakeshore (0.03), dam, dike, dyke (0.03)"
This_theatre_is_one_of_the_oldest_buildings_in_Pon.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.96)"
Lights_will_be_turned_on_and_doors_locked_and_unlo.png,"vault (0.21), sliding door (0.15), wardrobe, closet, press (0.11), prison, prison house (0.07), doormat, welcome mat (0.03)"
Workers_hear_little_girls_laughing_in_the_back_roo.png,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.20), switch, electric switch, electrical switch (0.13), pay-phone, pay-station (0.11), vending machine (0.09), tape player (0.05)"
Father_John_DuBois_is_sometimes_seen_walking_the_c.png,"palace (0.28), church, church building (0.24), library (0.07), monastery (0.06), dome (0.06)"
It_is_said_that_a_woman_walks_from_tree_to_tree__T.png,"cloak (0.29), guillotine (0.09), abaya (0.07), book jacket, dust cover, dust jacket, dust wrapper (0.04), comic book (0.04)"
Students_often_hear_and_see_visions_of_Mary_Post_.png,"wardrobe, closet, press (0.15), theater curtain, theatre curtain (0.12), pedestal, plinth, footstall (0.06), altar (0.06), medicine chest, medicine cabinet (0.03)"
This_motel_is_right_next_to_a_freeway__and_it_is_s.png,street sign (0.91)
Landon_House_Mansion___doors_open_and_close_by_the.png,"palace (0.63), monastery (0.11), prison, prison house (0.06), lakeside, lakeshore (0.04)"
Alice_Miller_s___Aunt_Alice___room____4th_floor__s.png,"prison, prison house (0.43), bannister, banister, balustrade, balusters, handrail (0.05), sliding door (0.05), vault (0.03), church, church building (0.02)"
Old_timers_tell_of_a_haunting_on_9_Mile_Ridge_Road.png,"barn (0.75), church, church building (0.05), steam locomotive (0.03), boathouse (0.02)"
Morrison_Building___This_building_used_to_have_a_s.png,"palace (0.42), library (0.24), prison, prison house (0.05), picket fence, paling (0.03), window shade (0.02)"
This_Bed_and_Breakfast_was_the_home_of_a_young_man.png,"picket fence, paling (0.48), mobile home, manufactured home (0.41), church, church building (0.03)"
after_school_hours_at_night_strange_ghostly_entiti.png,"palace (0.60), castle (0.02), cloak (0.02), lakeside, lakeshore (0.02)"
Stowe_Lake_Golden_Gate_Park___It_has_been_said_tha.png,"lakeside, lakeshore (0.95)"
West_Campus_Ole_Main___Auditorium___If_you_stand_o.png,"theater curtain, theatre curtain (0.67), cinema, movie theater, movie theatre, movie house, picture palace (0.07), stage (0.04), home theater, home theatre (0.03)"
The_Home_was_built_in_early_1800_s__Ghost_include.png,"picket fence, paling (0.70), boathouse (0.18), flagpole, flagstaff (0.03), church, church building (0.02)"
ARCO_Refinery___Dark_figures_walking_around__valve.png,"missile (0.18), water tower (0.15), projectile, missile (0.05), beacon, lighthouse, beacon light, pharos (0.03), thresher, thrasher, threshing machine (0.02)"
which_is_above_the_Pirates_of_the_Caribbean__Worke.png,"restaurant, eating house, eating place, eatery (0.32), prison, prison house (0.25), cinema, movie theater, movie theatre, movie house, picture palace (0.09), home theater, home theatre (0.05), vault (0.04)"
Football_field_locker_room__Harrah_football_team_w.png,"prison, prison house (0.84), safe (0.08)"
it_was_said_that_a_man_had_died_there_and_when_you.png,"vault (0.47), church, church building (0.25), altar (0.06), suspension bridge (0.03)"
Cry_Baby_Hollow_Off_Highway_31_North_in_Cullman_Co.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.45), boathouse (0.11), paddlewheel, paddle wheel (0.11), barn (0.03), lumbermill, sawmill (0.02)"
hunting_of_a_little_boy_and_5_other_girls_in_the__.png,"groom, bridegroom (0.20), gown (0.16), mosquito net (0.10), prison, prison house (0.07), radiator (0.05)"
It_used_to_be_an_Indian_reservation__then_early_in.png,"mobile home, manufactured home (0.71), passenger car, coach, carriage (0.04), barn (0.02)"
Spanish_Patio____strong_presences_felt_throughout_.png,"wall clock (0.78), analog clock (0.04), bell cote, bell cot (0.02)"
Footsteps_and_voices_are_heard__as_well_as_the_sme.png,"gasmask, respirator, gas helmet (0.15), harmonica, mouth organ, harp, mouth harp (0.10), accordion, piano accordion, squeeze box (0.06), ballplayer, baseball player (0.05), plunger, plumber's helper (0.03)"
Flamenco_Unit___The_unit_was_built_in_1920__and_wa.png,palace (0.94)
There_s_an_old_Indian_cemetery_out_near_the_airpor.png,"picket fence, paling (0.21), worm fence, snake fence, snake-rail fence, Virginia fence (0.14), megalith, megalithic structure (0.05), obelisk (0.02), beacon, lighthouse, beacon light, pharos (0.02)"
Henryton_Sanitarium_is_located_on_Henryton_Road_ne.png,"palace (0.49), prison, prison house (0.34), monastery (0.05), library (0.02)"
Haunting_18th_Century__There_is_a_woman_that_lives.png,"planetarium (0.49), library (0.26), flagpole, flagstaff (0.08), barn (0.03), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
E_Building___Believed_to_be_haunted_by_Lizzy__Repo.png,"prison, prison house (0.93)"
In_theater_3_a_female_usher_was_scared_out_by_a_ro.png,"wardrobe, closet, press (0.15), vestment (0.06), cloak (0.05), sliding door (0.04), toilet tissue, toilet paper, bathroom tissue (0.04)"
Noises_of_Indian_war_drums__shadows_of_people_and.png,"beacon, lighthouse, beacon light, pharos (0.44), birdhouse (0.10), barn (0.08), monastery (0.06), pole (0.03)"
It_is_said_that_on_a_stormy_night__you_can_hear_sc.png,"picket fence, paling (0.32), worm fence, snake fence, snake-rail fence, Virginia fence (0.14), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.04), megalith, megalithic structure (0.03), mobile home, manufactured home (0.03)"
Mount_Holly_Cemetery___This_is_a_large_cemetery_wi.png,"pedestal, plinth, footstall (0.29), brass, memorial tablet, plaque (0.19), obelisk (0.17), apiary, bee house (0.12), megalith, megalithic structure (0.03)"
Cold_spots_felt_.png,"vestment (0.66), altar (0.11), cloak (0.03), vault (0.03)"
The_only_store_in_this_small_town_is_haunted__Some.png,"library (0.81), grocery store, grocery, food market, market (0.08)"
Saw_small_green_glowing_balls_around_2am_sometimes.png,"sliding door (0.24), switch, electric switch, electrical switch (0.23), modem (0.06), traffic light, traffic signal, stoplight (0.04), digital clock (0.04)"
At_the_division__fishers_can_sometimes_see_a_shado.png,"washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.35), shower curtain (0.16), window screen (0.11), bathtub, bathing tub, bath, tub (0.04), prison, prison house (0.03)"
An_extremely_dedicated_and_involved_actor__simply.png,"spotlight, spot (0.55), grand piano, grand (0.05), acoustic guitar (0.04), microphone, mike (0.04), rocking chair, rocker (0.03)"
Formerly_Listed_as_Abandoned_Army_Hospital___Many.png,"prison, prison house (0.88), palace (0.03)"
haunted_by__the_pitcher_man___he_offers_passersby.png,"book jacket, dust cover, dust jacket, dust wrapper (0.37), theater curtain, theatre curtain (0.27), shower curtain (0.04), stage (0.02), prison, prison house (0.02)"
This_affluent_house_sits_upon_a_hill_overlooking_E.png,"palace (0.92), library (0.02)"
Supposedly_there_was_a_shipwreck_here_and_the_capt.png,"wreck (0.30), submarine, pigboat, sub, U-boat (0.11), liner, ocean liner (0.09), fireboat (0.05), lifeboat (0.02)"
an_Indian_woman_has_been_seen_in_the_brush_filled.png,"rapeseed (0.67), balloon (0.03), lakeside, lakeshore (0.02), baseball (0.02), African elephant, Loxodonta africana (0.02)"
The_majority_of_the_houses_are_very_old_and_Victor.png,"palace (0.51), monastery (0.08), lakeside, lakeshore (0.06), boathouse (0.04), library (0.02)"
South_of_Elreno_Behind_the_Old_Sewage_Plant_is_a_R.png,"barn (0.68), worm fence, snake fence, snake-rail fence, Virginia fence (0.06), alp (0.02)"
It_is_believed_that_slaves_were_hung_from_the__han.png,"park bench (0.56), lakeside, lakeshore (0.18), seashore, coast, seacoast, sea-coast (0.09), swing (0.04)"
There_is_a_saying_that_you_should_never_go_in_the.png,"organ, pipe organ (0.34), typewriter keyboard (0.21), space bar (0.04), accordion, piano accordion, squeeze box (0.02)"
Around_the_1950_s__when_Powell_was_built__a_little.png,"prison, prison house (0.27), flagpole, flagstaff (0.06), boathouse (0.06), window shade (0.06), mobile home, manufactured home (0.03)"
Haunted_by_the_spirit_of_an_Alaskan_native_woman_n.png,barn (0.98)
The_Little_Theater__aka_the_Drama_Room__is_suppose.png,"home theater, home theatre (0.41), cinema, movie theater, movie theatre, movie house, picture palace (0.25), theater curtain, theatre curtain (0.14), stage (0.02)"
Lepsy___Near_or_around_the_reservation__it_is_said.png,"stretcher (0.51), military uniform (0.10), pickelhaube (0.03), thresher, thrasher, threshing machine (0.03), milk can (0.03)"
Witherspoon_Hall_On_the_third_floor_at_night__a_pi.png,"upright, upright piano (0.78), grand piano, grand (0.19)"
February_2004_Update__formerly_listed_as_El_Cerrit.png,"minivan (0.30), beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.12), limousine, limo (0.08), cab, hack, taxi, taxicab (0.06), flagpole, flagstaff (0.04)"
Located_in_downtown_San_Diego_has_1_or_more_haunte.png,"palace (0.47), monastery (0.32), church, church building (0.04), mosque (0.02), castle (0.02)"
a_k_a____The_Pea_Farm___The_Old_Jail_is_covered_by.png,barn (0.89)
it_was_a_apartment_now_its_reconstructed__but_apar.png,"folding chair (0.32), window shade (0.26), rocking chair, rocker (0.05), window screen (0.03), sliding door (0.02)"
Former_landlord_shot_and_killed_a_man_in_the_Jacuz.png,"prison, prison house (0.54), window shade (0.07), picket fence, paling (0.06), birdhouse (0.05), wreck (0.04)"
Anomalies_such_as_ecto_mist_and_orbs_recorded_on_f.png,"brassiere, bra, bandeau (0.19), shower curtain (0.17), toilet tissue, toilet paper, bathroom tissue (0.05), gown (0.04), mosquito net (0.04)"
Davis_PD_moved_to_a_new_building_recently__after_h.png,"sliding door (0.92), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.02)"
Erdman_Hall___A_room_in_the_center__front_side_of.png,"shoji (0.61), window screen (0.05), window shade (0.04), prison, prison house (0.03), sliding door (0.02)"
