Filename,Detected Objects
Many_of_these_soldiers_who_died_were_buried_in_the.png,"military uniform (0.53), prison, prison house (0.25), pickelhaube (0.04), stretcher (0.03), assault rifle, assault gun (0.02)"
There_are_two_parts_to_this_cemetery_on_West_River.png,"boathouse (0.47), palace (0.21), picket fence, paling (0.10), window shade (0.02)"
Jefferson_High_School___Following_basketball_games.png,"monastery (0.86), church, church building (0.02), palace (0.02)"
Salt_shakers_will_smash_against_the_wall__The_free.png,"rocking chair, rocker (0.07), prison, prison house (0.05), restaurant, eating house, eating place, eatery (0.04), tobacco shop, tobacconist shop, tobacconist (0.03), bookshop, bookstore, bookstall (0.02)"
in_the_uphill_campus_for_the_boys_locker_room_is_h.png,palace (0.91)
reports_of_seeing_a_black_shadowy_figure____eerie.png,"prison, prison house (0.86)"
near_gore_orphanage_road_there_is_another_road_nam.png,"barn (0.65), boathouse (0.04), alp (0.02)"
A_railroad_spike_was_removed_from_a_hole_and_ever.png,"shovel (0.21), swab, swob, mop (0.13), lumbermill, sawmill (0.10), broom (0.08), crutch (0.07)"
The_sycamore_inn__now_a_great_steak_house_along_th.png,"church, church building (0.33), cinema, movie theater, movie theatre, movie house, picture palace (0.06), bakery, bakeshop, bakehouse (0.06), beacon, lighthouse, beacon light, pharos (0.06), barbershop (0.03)"
The_Bard_Mansion__which_resides_inside_the_Port_Hu.png,"palace (0.63), castle (0.22)"
Cold_spots_felt__apparitions_seen__slamming_doors.png,"punching bag, punch bag, punching ball, punchball (0.21), prison, prison house (0.12), abaya (0.12), cloak (0.11), monastery (0.07)"
The_ghost_of_the_famous_pirate_Jean_Lafitte_is_som.png,"cloak (0.20), gown (0.20), velvet (0.16), overskirt (0.09), theater curtain, theatre curtain (0.06)"
in_the_band_room_there_are_2_ghosts__One_of_them_h.png,"shoe shop, shoe-shop, shoe store (0.24), library (0.12), dumbbell (0.07), barbell (0.04), wine bottle (0.03)"
This_building_was_closed_down_about_5_7_years_ago_.png,"barn (0.87), boathouse (0.02), planetarium (0.02)"
College_Hall___2nd_Floor___In_The_Grand_Foyer_ther.png,"prison, prison house (0.72), viaduct (0.04), vault (0.02)"
As_you_first_start_to_drive_down_this_road__to_you.png,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.36), pickup, pickup truck (0.29), grille, radiator grille (0.13), convertible (0.03)"
A_presence_has_been_reported_in_both_the_Blue_Room.png,"picket fence, paling (0.42), palace (0.06), church, church building (0.06), prison, prison house (0.06), boathouse (0.05)"
Used_to_be_a_Library___Haunted_by_old_Librarian_wh.png,"palace (0.64), church, church building (0.04), park bench (0.04), castle (0.04)"
The_Antebellum_House_sits_on_an_old_plantation__Th.png,"library (0.42), palace (0.24), picket fence, paling (0.07), window shade (0.05), prison, prison house (0.02)"
January_2004_correction_and_update__A_local_parano.png,"palace (0.56), castle (0.11), picket fence, paling (0.11), boathouse (0.02)"
Apparently_a_worker_back_in_the_70_s_committed_sui.png,"barn (0.91), prison, prison house (0.02)"
Cry_Baby_Bridge___Same_Bridge_as_above_different_s.png,"pier (0.84), boathouse (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.02), dock, dockage, docking facility (0.02)"
one_of_the_city_s_landmark_buildings_is_so_haunted.png,"church, church building (0.45), palace (0.20), castle (0.14), dome (0.05)"
Loyal_Oak_Tavern___Tavern_is_an_old_Inn__A_bartend.png,"restaurant, eating house, eating place, eatery (0.97)"
When_there_was_still_segregation__Montevallo_had_t.png,"barn (0.83), picket fence, paling (0.06), boathouse (0.06)"
A_presence_is_felt_in_the_round_room_on_the_left_s.png,"fountain (0.53), theater curtain, theatre curtain (0.07), altar (0.07), mosquito net (0.03), prayer rug, prayer mat (0.03)"
There_is_a_little_girl_there__Two_maintenance_work.png,"pajama, pyjama, pj's, jammies (0.11), hay (0.04), bonnet, poke bonnet (0.03), cowboy hat, ten-gallon hat (0.03), bucket, pail (0.02)"
There_is_a_big_green_house_in_Harrison_which_sits.png,"greenhouse, nursery, glasshouse (1.00)"
This_particular_building_was_an_old_mansion_back_i.png,"monastery (0.87), church, church building (0.02)"
burned_down___Reports_of_an_eerie_feeling_of_not_b.png,"barn (0.14), mobile home, manufactured home (0.13), picket fence, paling (0.12), boathouse (0.11), window screen (0.06)"
There_are_2_ghost_that_walk_all_around_that_restau.png,vestment (0.85)
Weslyan___Haunted_by_a_civil_war_general_s_son__He.png,"book jacket, dust cover, dust jacket, dust wrapper (0.98)"
Brownville_was_a_town_back_in_the_20s__Not_much_re.png,"picket fence, paling (0.22), barn (0.19), boathouse (0.16), birdhouse (0.05), church, church building (0.05)"
To_the_east_of_Troy__where_LeFevre_Road_crosses_Lo.png,"park bench (0.18), barn (0.16), mobile home, manufactured home (0.11), lakeside, lakeshore (0.07), school bus (0.04)"
The_smell_of_foul_odors_can_be_found_in_the_hallwa.png,"vault (0.36), barn (0.03), wardrobe, closet, press (0.03), doormat, welcome mat (0.02), lumbermill, sawmill (0.02)"
Back_to_the_future_ride___Employees_will_clean_the.png,"limousine, limo (0.40), beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.22), cab, hack, taxi, taxicab (0.09), convertible (0.04), grille, radiator grille (0.02)"
Woodland_opera_house___said_to_be_haunted_by_the_g.png,"theater curtain, theatre curtain (0.57), stage (0.27), cinema, movie theater, movie theatre, movie house, picture palace (0.03)"
Oakey_Streak___Late_at_night__if_you_go_there_betw.png,"church, church building (0.37), barn (0.26), picket fence, paling (0.18), boathouse (0.04), birdhouse (0.02)"
In_the_1950_s__a_couple_was_married_in_Ajo_and_was.png,"academic gown, academic robe, judge's robe (0.15), military uniform (0.12), lab coat, laboratory coat (0.06), mortarboard (0.05), trench coat (0.04)"
Haunted_by_the_former_owner_who_died_of_a_heart_at.png,"castle (0.31), church, church building (0.23), beacon, lighthouse, beacon light, pharos (0.20), monastery (0.04), palace (0.04)"
Many_orbs_and_spirit_strings_appeared_in_photograp.png,"swab, swob, mop (0.32), theater curtain, theatre curtain (0.17), komondor (0.10), broom (0.06), barn (0.02)"
Library_Guests_complain_of_feeling_somebody_watchi.png,"library (0.77), prison, prison house (0.04)"
3_little_kids_turn_heat_up_and_down__play_with_lig.png,"torch (0.31), candle, taper, wax light (0.06), stage (0.02), volleyball (0.02), prison, prison house (0.02)"
There_have_been_strange_sounds_heard_of_babies_cry.png,"four-poster (0.69), upright, upright piano (0.11), grand piano, grand (0.04), wardrobe, closet, press (0.02)"
Apparition_of_a_woman_wearing_a_black_silk_dress_h.png,"cloak (0.82), vestment (0.02)"
Cold_spots_felt__In_the_restroom_the_water_has_bee.png,barn (0.92)
The_high_school_was_built_in_the_late_1800_s__Mr_.png,"flagpole, flagstaff (0.95), library (0.02)"
In_early_1800_s__Mr__Squire_was_to_build_a_castle.png,"barn (0.22), boathouse (0.08), broom (0.08), lumbermill, sawmill (0.07), yurt (0.04)"
The_ghost_of_Jamie_Petersen_is_said_to_haunt_the_p.png,"prison, prison house (0.82), vault (0.02), safe (0.02)"
Virginia_s_Gift_Shop___While_up_on_the_2nd_floor__.png,"tobacco shop, tobacconist shop, tobacconist (0.38), bookshop, bookstore, bookstall (0.25), toyshop (0.05), confectionery, confectionary, candy store (0.04)"
There_is_a_road_in_New_Carlisle_that_runs_past_an.png,"chainlink fence (0.18), valley, vale (0.05), viaduct (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), alp (0.03)"
now_Kern_County_Museum____Witnesses_report_hearing.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.51), barn (0.09), restaurant, eating house, eating place, eatery (0.05), barbershop (0.02)"
Lincoln___Manzanita_Cemetery___Reported_by_a_local.png,"megalith, megalithic structure (0.81)"
There_are_World_War_2_Ghosts_on_the_mezzanine_leve.png,"assault rifle, assault gun (0.69), prison, prison house (0.09), military uniform (0.06), rifle (0.05), bulletproof vest (0.02)"
Reports_of_apparitions__locked_employees_in_the_st.png,"barn (0.47), church, church building (0.35), jigsaw puzzle (0.02), beacon, lighthouse, beacon light, pharos (0.02), alp (0.02)"
When_you_go_down_mt__Eaton_Road__there_is_a_haunte.png,barn (0.90)
It_is_said_that_the_ghosts_of_some_loggers_that_we.png,"palace (0.38), castle (0.38), church, church building (0.06), monastery (0.02), boathouse (0.02)"
The_new_art_rooms__tutoring_center_and_admissions.png,"library (0.63), dining table, board (0.12), restaurant, eating house, eating place, eatery (0.08), pool table, billiard table, snooker table (0.02), ping-pong ball (0.02)"
The_way_to_get_there_is_to_keep_going_out_Oxford_r.png,"boathouse (0.67), picket fence, paling (0.15), barn (0.03)"
Jazz_Man___The_story_goes_that_a_jazz_musician_was.png,"sax, saxophone (0.77), electric guitar (0.03), bassoon (0.02)"
In_the_middle_of_the_night_there_are_sounds_of_the.png,"picket fence, paling (0.09), barbershop (0.08), cinema, movie theater, movie theatre, movie house, picture palace (0.06), streetcar, tram, tramcar, trolley, trolley car (0.05), library (0.05)"
This_complex_is_now_owned_by_the_Mcminamin_Brother.png,"mobile home, manufactured home (0.21), picket fence, paling (0.19), boathouse (0.09), palace (0.07), prison, prison house (0.07)"
On_a_trial_day__a_couple_were_getting_a_divorce__T.png,"palace (0.44), church, church building (0.38), dome (0.03), boathouse (0.02), picket fence, paling (0.02)"
The_girls_bathroom_by_the_4th_grade_hall_are_haunt.png,"toilet seat (0.61), prison, prison house (0.07), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.03), barbershop (0.02), tobacco shop, tobacconist shop, tobacconist (0.02)"
Bloody_Bridge___A_residual_episode_of_a_scuffle_be.png,"greenhouse, nursery, glasshouse (0.41), prison, prison house (0.09), bannister, banister, balustrade, balusters, handrail (0.06), pier (0.04), steel arch bridge (0.04)"
An_old_lady_passed_away_and_was_put_in_the_family.png,"book jacket, dust cover, dust jacket, dust wrapper (0.51), church, church building (0.30), cloak (0.03), comic book (0.02)"
Singing_can_be_heard_in_the_girl_s_sixth_grade_bat.png,"geyser (0.40), cloak (0.07), fountain (0.07), stage (0.06)"
Some_say_a_ball_of_fire_is_seen_floating_through_t.png,"fire screen, fireguard (0.51), torch (0.40), volcano (0.02)"
They_say_at_night_if_you_go_up_in_the_rocks_you_ca.png,"barn (0.35), boathouse (0.25), picket fence, paling (0.19), church, church building (0.05), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Located_between_Alliance_and_Sebring__is_Lexington.png,"barn (0.86), boathouse (0.02), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
A_grey_ghost_nicknamed__Jenny__haunts_the_building.png,"fur coat (0.12), cloak (0.11), trench coat (0.06), hoopskirt, crinoline (0.04), gown (0.03)"
The_story_behind_this__Is_that_a_woman_died_in_a_c.png,"palace (0.51), church, church building (0.11), boathouse (0.07), castle (0.05), barn (0.02)"
Reports_of_hearing_screams_.png,"barn (0.91), boathouse (0.02)"
Reports_of_noises_like_cars_slamming_there_brakes.png,"palace (0.35), monastery (0.27), prison, prison house (0.04), church, church building (0.02), library (0.02)"
Carter_West_Dorm___Spirits_occupy_the_1st_floor_ba.png,"shoji (0.36), sliding door (0.19), passenger car, coach, carriage (0.05), streetcar, tram, tramcar, trolley, trolley car (0.04), freight car (0.03)"
On_Dec__29th__1876_the_Pacific_Express_traveled_ov.png,"guillotine (0.41), prison, prison house (0.10), rocking chair, rocker (0.04), shoji (0.03), upright, upright piano (0.03)"
currently_Known_as_the_R_O_C___Rehabilitation_and.png,"picket fence, paling (0.27), palace (0.10), prison, prison house (0.07), boathouse (0.07), barn (0.04)"
Fairmount_Children_s_Home___On_Route_183_heading_t.png,"church, church building (0.25), prison, prison house (0.13), library (0.08), barn (0.05), monastery (0.03)"
Stories_say_an_old_man_was_fishing_and_his_boat_dr.png,"church, church building (0.68), barn (0.26)"
Many_different_hauntings_happen_here__Most_notable.png,"prison, prison house (0.26), palace (0.21), thatch, thatched roof (0.05), boathouse (0.04), castle (0.02)"
A_man_who_committed_suicide_in_this_old_brick_buil.png,"palace (0.45), book jacket, dust cover, dust jacket, dust wrapper (0.15), barn (0.05), church, church building (0.03), greenhouse, nursery, glasshouse (0.03)"
the_door_at_the_reception_desk_keeps_unlocking_it.png,"doormat, welcome mat (0.38), vault (0.09), pedestal, plinth, footstall (0.04), altar (0.02), tobacco shop, tobacconist shop, tobacconist (0.02)"
Downtown_on_6th_St____Casa_Bonita_is_an_extremely.png,"pole (0.39), streetcar, tram, tramcar, trolley, trolley car (0.16), traffic light, traffic signal, stoplight (0.15), trolleybus, trolley coach, trackless trolley (0.05), unicycle, monocycle (0.04)"
Anderson_high_school___voices_are_heard_by_janitor.png,"mobile home, manufactured home (0.74), monastery (0.04), prison, prison house (0.03), palace (0.03), church, church building (0.02)"
Built_in_1931__this_Art_Deco_masterpiece_is_report.png,"palace (0.38), patio, terrace (0.15), monastery (0.05), bannister, banister, balustrade, balusters, handrail (0.04), library (0.03)"
When_employees_walk_the_halls_of_the_third_floor_a.png,"prison, prison house (0.60), sliding door (0.25)"
Reports_of_feeling_a_presence__hearing_squeak_of_t.png,"prison, prison house (0.61), sliding door (0.12), shoji (0.05)"
Confederate_soldiers_still_roam_the_grounds_.png,"pickelhaube (0.62), military uniform (0.20), rifle (0.03)"
in_1942_a_boy_was_murdered_by_his_best_friend_many.png,"prison, prison house (0.79), punching bag, punch bag, punching ball, punchball (0.02), bannister, banister, balustrade, balusters, handrail (0.02)"
Formerly_listed_under_Spencer___Maria_Prouty_was_m.png,"church, church building (0.81), barn (0.07), bell cote, bell cot (0.03)"
A_young_man_dressed_in_1700_s_clothing_has_been_se.png,"trench coat (0.36), fur coat (0.06), cloak (0.04), suit, suit of clothes (0.03), oboe, hautboy, hautbois (0.03)"
People_have_reported_that_right_before_a_major_car.png,"barn (0.63), prison, prison house (0.06), flagpole, flagstaff (0.03), church, church building (0.03), water tower (0.03)"
Located_in_Mobile_Bay__the_ship_was_brought_to_Mob.png,"patio, terrace (0.16), prison, prison house (0.11), sliding door (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), window screen (0.04)"
4_years_ago_a_kid_by_the_name_of_Emilio_died_in_a.png,"barn (0.26), window screen (0.16), boathouse (0.04), broom (0.02), tile roof (0.02)"
It_is_reported_that_the_site_where_the_Indian_Red.png,"church, church building (0.93)"
Every_night_just_a_few_hours_after_the_park_is_fre.png,"boathouse (0.35), birdhouse (0.07), barn (0.07), picket fence, paling (0.06), crate (0.04)"
Ironton_is_the_home_of_Woodland_Cemetery__where_se.png,"church, church building (0.65), monastery (0.13), bell cote, bell cot (0.02)"
The_men_s_restroom_is_very_cold_in_the_left_stall_.png,"prison, prison house (0.74), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.02), medicine chest, medicine cabinet (0.02)"
October_2007___Has_been_removed_.png,barn (0.95)
The_lighthouse_is_haunted_by_a_ghost_named_Muriel.png,"church, church building (0.80), beacon, lighthouse, beacon light, pharos (0.09), barn (0.02)"
haunted_by_male_ghost_that_throws_books_around_.png,"prayer rug, prayer mat (0.15), wardrobe, closet, press (0.15), cloak (0.13), book jacket, dust cover, dust jacket, dust wrapper (0.08), vestment (0.05)"
This_place_is_a_private_residential_school_for_DSS.png,"barn (0.24), picket fence, paling (0.13), window screen (0.05), flagpole, flagstaff (0.04), sliding door (0.04)"
Triangle_Fraternity_House___The_house_is_around_13.png,"flagpole, flagstaff (0.73), library (0.11), street sign (0.05), pole (0.02)"
Old_burned_down_restaurant__Ghostly_apparitions_ha.png,"turnstile (0.44), prison, prison house (0.28), wreck (0.05)"
Many_guests_at_this_old_motel_off_I_5_have_felt_un.png,"restaurant, eating house, eating place, eatery (0.25), cinema, movie theater, movie theatre, movie house, picture palace (0.22), streetcar, tram, tramcar, trolley, trolley car (0.11), bakery, bakeshop, bakehouse (0.06), library (0.04)"
It_has_been_reported_by_many_janitors_and_teachers.png,"palace (0.41), bell cote, bell cot (0.10), church, church building (0.04), library (0.03), restaurant, eating house, eating place, eatery (0.03)"
At_night_if_you_stand_quietly_on_the_bridge_you_wi.png,"church, church building (0.61), castle (0.14), book jacket, dust cover, dust jacket, dust wrapper (0.04), palace (0.03), jigsaw puzzle (0.02)"
Old_summer_picnic_area_swimming_hole__Children_kep.png,yurt (0.99)
Haunted_by_the_ghosts_of_children_who_were_killed.png,"church, church building (0.80), greenhouse, nursery, glasshouse (0.02), barn (0.02)"
The_old_Indian_cemetery_in_Tahlequah_is_a_constant.png,"obelisk (0.87), pedestal, plinth, footstall (0.04)"
During_the_Civil_War_Era__a_black_man_and_his_wife.png,"horse cart, horse-cart (0.61), thresher, thrasher, threshing machine (0.06), lumbermill, sawmill (0.05), plow, plough (0.03), oxcart (0.03)"
The_Poland_Spring_Inn_is_haunted_by_the_first_owne.png,"paddlewheel, paddle wheel (0.51), palace (0.11), monastery (0.03), beacon, lighthouse, beacon light, pharos (0.02), boathouse (0.02)"
the_lady_in_white__is_said_to_be_a_woman_in_her_la.png,cloak (0.92)
Young_boy_hit_late_at_night_years_ago__It_was_a_hi.png,"barn (0.57), barrow, garden cart, lawn cart, wheelbarrow (0.04), lumbermill, sawmill (0.03), armadillo (0.02), barrel, cask (0.02)"
Formerly_known_as_The_Chimes___People_have_said_th.png,"vault (0.48), barn (0.17), worm fence, snake fence, snake-rail fence, Virginia fence (0.07), picket fence, paling (0.03), monastery (0.02)"
Is_now_an_apartment_building_next_to_Drake_Park__a.png,"cab, hack, taxi, taxicab (0.25), limousine, limo (0.09), library (0.09), convertible (0.04), minivan (0.04)"
People_have_heard_strange_noises_and_mysterious_mu.png,"cloak (0.51), abaya (0.46)"
Cemetery_Mt__has_a_lot_of_stories__It_gets_its_nam.png,"picket fence, paling (0.91), worm fence, snake fence, snake-rail fence, Virginia fence (0.05)"
At_night_tombstones_can_be_seen_broken_when_in_the.png,"obelisk (0.49), megalith, megalithic structure (0.22), brass, memorial tablet, plaque (0.15), pedestal, plinth, footstall (0.02)"
located_near_the_west_side_of_town_right_b4_u_get.png,"monastery (0.72), barn (0.04), alp (0.03), church, church building (0.02)"
Janitors_working_over_night_tell_stories_of_doors.png,"gasmask, respirator, gas helmet (0.29), ski mask (0.06), ski (0.05), swab, swob, mop (0.04), vacuum, vacuum cleaner (0.03)"
The_downstairs_reception_hall_is_said_to_be_haunte.png,"prison, prison house (0.75), library (0.15)"
This_school_is_said_to_be_haunted_by_a_girl_named.png,"palace (0.88), monastery (0.07)"
There_is_a_ghost_known_to_whistle__produce_light_.png,barn (0.95)
construction_crews_found_a_shallow_grave_containin.png,"sliding door (0.49), prison, prison house (0.10), barbershop (0.08), swab, swob, mop (0.03), pay-phone, pay-station (0.02)"
Lisser_Hall___Lisser_Hall_is_the_campus_theater__a.png,"palace (0.49), monastery (0.19), patio, terrace (0.05), library (0.04), prison, prison house (0.02)"
A_girl_who_was_murdered_in_1968_haunts_the_third_f.png,"prison, prison house (0.62), sliding door (0.16), shoji (0.05)"
An_old_hotel_that_was_burned_down_and_now_the_ghos.png,"palace (0.36), streetcar, tram, tramcar, trolley, trolley car (0.04), prison, prison house (0.04), steam locomotive (0.04), monastery (0.02)"
In_the_courtyard_a_young_bride__on_the_day_of_her.png,"porcupine, hedgehog (0.46), broom (0.07), window screen (0.06), skunk, polecat, wood pussy (0.03), fox squirrel, eastern fox squirrel, Sciurus niger (0.02)"
Noises_and_shadows_are_seen__also_at_night_a_figur.png,"prison, prison house (0.71), greenhouse, nursery, glasshouse (0.04), tripod (0.03)"
March_2005_Correction___No_children_died_in_the_fi.png,"barn (0.74), church, church building (0.13), picket fence, paling (0.02), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Built_in_the_mid_1800_s_by_Gen_Robert_Scott__the_h.png,"picket fence, paling (0.73), library (0.02), boathouse (0.02), flagpole, flagstaff (0.02), water tower (0.02)"
A_man_is_constantly_seen_sitting_on_an_old_stump_.png,"prison, prison house (0.29), vault (0.24), prayer rug, prayer mat (0.10), palace (0.04), window screen (0.03)"
NASA_GSFC___Bldg__08_Admin___statue_of_Robert_Godd.png,"prison, prison house (0.95)"
This_old_church__located_on_Leland_Avenue_in_San_F.png,"church, church building (0.90)"
B_Building___There_was_this_janitor_accidentally_h.png,"prison, prison house (0.99)"
It_is_a_tower_about_6_stories_high__which_was_buil.png,"castle (0.50), palace (0.28), church, church building (0.06)"
A_woman_and_her_two_children_were_in_a_car_wreck_w.png,"theater curtain, theatre curtain (0.79), stage (0.10), hoopskirt, crinoline (0.02)"
This_bed_and_breakfast_is_the_site_of_a_mass_murde.png,"boathouse (0.15), library (0.14), picket fence, paling (0.08), lakeside, lakeshore (0.07), window screen (0.04)"
There_s_an_angel_above_a_grave__that_is_haunted__L.png,"cloak (0.84), abaya (0.06), gown (0.02)"
In_the_old_church__very_often_it_will_suddenly_get.png,"vault (0.77), monastery (0.05), church, church building (0.02)"
A_young_boy_is_seen_constantly_by_nurses__and_nurs.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
It_is_said_a_custodian_was_sent_down_to_the_baseme.png,triumphal arch (0.95)
An_orphanage_burned_down_in_the_early_part_of_the.png,"prison, prison house (0.34), monastery (0.09), castle (0.08), tile roof (0.06), palace (0.05)"
Space_camp_counselors_tell_the_story_about_a_man_w.png,"ping-pong ball (0.27), jean, blue jean, denim (0.20), jersey, T-shirt, tee shirt (0.06), bulletproof vest (0.04), sweatshirt (0.03)"
It_is_an_old_school_that_burned_down_along_time_ag.png,"prison, prison house (0.71), vault (0.10), shoji (0.04)"
it_is_said_to_be_old_burial_grounds_now_newly_buil.png,"barn (0.59), birdhouse (0.14), tile roof (0.04), thatch, thatched roof (0.02)"
Battery_Russell___The_bike_path_is_haunted_by_a_ma.png,"prison, prison house (0.65), stone wall (0.16), barn (0.03)"
A_nun_years_back_hung_herself_off_the_balcony_beca.png,"abaya (0.64), vestment (0.13), cloak (0.11)"
A_worker_has_been_found_hanging_in_midair__with_ch.png,"thatch, thatched roof (0.82)"
Ghost_of_Civil_War_soldier_who_was_executed_for_ki.png,"rifle (0.56), assault rifle, assault gun (0.14), bow (0.02), revolver, six-gun, six-shooter (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
This_old_discount_theatre_has_had_strange_poltergi.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.52), palace (0.09), restaurant, eating house, eating place, eatery (0.07), library (0.03), boathouse (0.02)"
Outside_of_Macy_s__there_is_a_grave__If_you_go_to.png,"library (0.87), cinema, movie theater, movie theatre, movie house, picture palace (0.03), streetcar, tram, tramcar, trolley, trolley car (0.02)"
haunted_by_a_little_old_woman_named_Abby__She_can.png,"church, church building (0.38), cloak (0.12), book jacket, dust cover, dust jacket, dust wrapper (0.05), barn (0.04), hoopskirt, crinoline (0.03)"
Many_workers_who_clean_the_building_at_night_have.png,"broom (0.39), swab, swob, mop (0.24), shovel (0.02)"
There_used_to_be_a_bus_stop_right_in_front_of_the.png,"street sign (0.45), pole (0.10), mailbox, letter box (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.04), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.02)"
The_Red_Lady_haunts_one_of_the_old_dorms_here_call.png,"cloak (0.86), abaya (0.03), altar (0.02)"
This_is_a_brick_building_that_was_built_in_1906_an.png,"library (0.40), prison, prison house (0.26), palace (0.04), bookshop, bookstore, bookstall (0.02), monastery (0.02)"
This_building_now_serves_as_an_adult_education_cen.png,"castle (0.43), palace (0.08), tile roof (0.08), thatch, thatched roof (0.07), church, church building (0.04)"
Lights_flickering__strange_voices_.png,"prison, prison house (0.58), vault (0.13), monastery (0.03)"
At_a_hanging_gone_wrong__a_hole_was_scratched_out.png,"book jacket, dust cover, dust jacket, dust wrapper (0.28), comic book (0.15), pole (0.13), guillotine (0.12), altar (0.02)"
Maintenance_workers_report_seeing_the_ghost_of_a_y.png,"prison, prison house (0.82), lumbermill, sawmill (0.02)"
Performing_Arts_Center___one_student_had_been_swee.png,"prison, prison house (0.69), library (0.05), paddlewheel, paddle wheel (0.05)"
The_story_is_that_one_night_a_few_teenagers_were_o.png,"church, church building (0.40), picket fence, paling (0.10), barn (0.09), boathouse (0.08), book jacket, dust cover, dust jacket, dust wrapper (0.07)"
The_house_was_built_Pre_Gold_rush__Reports_of_chil.png,"tile roof (0.14), alp (0.14), boathouse (0.12), bell cote, bell cot (0.08), thatch, thatched roof (0.05)"
is_a_site_of_multiple_hauntings__The_main_mausoleu.png,"prison, prison house (0.37), barn (0.07), thatch, thatched roof (0.06), lumbermill, sawmill (0.05), sliding door (0.04)"
William_Morgan_built_the_Castle_at_Alliance_Ohio_i.png,"castle (0.58), palace (0.22)"
There_used_to_be_an_old_pool_underneath_the_sophom.png,"thatch, thatched roof (0.58), lumbermill, sawmill (0.10), barn (0.03), planetarium (0.03), boathouse (0.02)"
A_haunted_castle_located_in_downtown_Cleveland_has.png,"castle (0.85), palace (0.06)"
Peabody_Hall___This_hall_has_been_known_to_have_ma.png,"prison, prison house (0.72), shoji (0.12), vault (0.05)"
Highland_View_Hospital___Reports_that_the_shades_g.png,"monastery (0.72), prison, prison house (0.07), palace (0.05), dam, dike, dyke (0.03)"
The_Haunted_Bridge_is_an_infamous_legend_in_the_ci.png,"steel arch bridge (0.65), suspension bridge (0.19), pier (0.04), viaduct (0.03)"
There_is_the_story_of_a_little_girl_who_drowned_in.png,"boathouse (0.74), barn (0.10), church, church building (0.06), picket fence, paling (0.02)"
Story_goes_that_a_lady_named_Nancy_Dollar_lived_ne.png,"church, church building (0.76), palace (0.07)"
In_16c_gothic_church__the_oldest_in_western_Massac.png,"church, church building (0.91), monastery (0.04)"
a_ghost_of_a_matron_that_worked_and_was_killed_her.png,"prison, prison house (0.23), crutch (0.10), theater curtain, theatre curtain (0.04), accordion, piano accordion, squeeze box (0.03), prayer rug, prayer mat (0.03)"
It_is_said_that_the_last_room_on_the_left_of_Dodd.png,"prison, prison house (0.50), vault (0.06), shoji (0.04), sliding door (0.02), monastery (0.02)"
The_innkeepers_from_the_1800_s_haunt_the_place_.png,"academic gown, academic robe, judge's robe (0.35), mortarboard (0.19), prison, prison house (0.07), lumbermill, sawmill (0.02)"
haunted_by_a_little_girl_on_the_third_floor.png,"hoopskirt, crinoline (0.41), overskirt (0.12), broom (0.04), gown (0.03), miniskirt, mini (0.02)"
Apparition_of_an_old_school_teacher_has_been_encou.png,"theater curtain, theatre curtain (0.40), cinema, movie theater, movie theatre, movie house, picture palace (0.28)"
Two_trains_collided_head_of_on_Jan__17__1969__Five.png,"passenger car, coach, carriage (0.74), electric locomotive (0.07), streetcar, tram, tramcar, trolley, trolley car (0.05), steam locomotive (0.02)"
Night_shift_custodians_have_claimed_to_see_a_tall.png,"prison, prison house (0.35), vault (0.30), cinema, movie theater, movie theatre, movie house, picture palace (0.04), crate (0.02)"
There_is_an_old_cemetery_that_was_said_to_have_bee.png,"picket fence, paling (0.86), worm fence, snake fence, snake-rail fence, Virginia fence (0.04)"
Many_employees_have_experienced_in_park_phones_rin.png,"prison, prison house (0.96)"
Doors_slamming_and_running_footsteps_heard_in_the.png,"wardrobe, closet, press (0.92)"
The_Oregon_Caves_Chateau_has_a_ghost_named_Elizabe.png,"monastery (0.17), vault (0.10), cliff dwelling (0.07), altar (0.03), castle (0.02)"
House_built_in_1911_has_had_numerous_experiences_.png,"boathouse (0.78), palace (0.07), lakeside, lakeshore (0.05)"
Formerly_Known_As_The_Strand_Theater___An_appariti.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.70), streetcar, tram, tramcar, trolley, trolley car (0.04), restaurant, eating house, eating place, eatery (0.02)"
