Filename,Caption
April_2008_Removd_Private_Property__Tresspassers_w.png,a black and white photo of a person on a laptop .
Residents_in_the_park_would_see_a_reflection_of_an.png,a large building with a clock on it .
Employees_and_after_hours_guests_have_seen_a__pink.png,a group of people standing next to each other .
This_house_has_been_here_since_the_1600_s_and_its.png,a large building with a clock on it .
Leatherwood___On_a_particular_rd__Barrow_s_mill_rd.png,a picture of a vase with flowers in it .
McGaw_Hall___5th_Floor___where_an_epileptic_girl_d.png,a group of people standing in front of a building .
It_use_to_be_a_Hospital_during_the_Civil_War__Ther.png,a close up of a person holding a frisbee
Several_Residents__upstairs__have_seen_a_short_man.png,a red double decker bus driving past a tall building .
Pierce_Lake___There_is_a_lake_in_the_woods_that_is.png,a group of people on a boat in the water .
used_to_be_St__Joseph_s_Orphanage__The_two_halls_.png,a large building with a clock on the wall .
This_is_the_old_Council_Bluffs_library__which_has.png,a clock tower in the middle of a city .
This_Building_has_two_floors__the_first_floor_has.png,a close up of a cake on a table
A_man_was_hung_sometime_in_the_late_1800_s_to_the.png,a group of people standing in front of a building .
The_Leland_Tower__21_stories_and_the_tallest_build.png,a group of people standing in front of a building .
In_this_old_house_has_been_reported_that_a_women_h.png,a man and a woman standing in a room .
It_is_said_that_people_have_seen_outlines_of_a_whi.png,a sign that is on the side of a building .
An_apparition_of_a_male_seen_by_the_window_.png,a black and white photo of a person on a laptop .
Omens_happen_before_one_dies__green_mist_in_photo_.png,a bottle of wine sitting on top of a table .
The_Lighthouse_Resort_then_known_as_The_Lighthouse.png,a red stop sign sitting next to a tall building .
It_is_the_main_cemetery_just_off_of_South_Street_a.png,a tall clock tower with a sky background
Everything_from_cold_spots__to_apparitions__to_foo.png,a man standing next to a stop sign .
Tedrow_is_a_small_cemetery_in_the_country__In_the.png,a group of red and white suitcases sitting on a field .
this_house_has_a_table_the_seems_to_be_haunted_.png,a large building with a clock on it .
corn_field___sightings_of_white_orbs__a_strange_ma.png,a close up of a pair of scissors
There_is_an_old_village_there_that_is_haunted__The.png,a red and white fire hydrant sitting in front of a building .
A_girl_named_Elizabeth_Wilson_drowned_in_a_swamp_a.png,a black and white photo of a person on a laptop .
Cemetery_and_woods_are_believed_to_be_haunted__If.png,a red and white fire hydrant sitting in the middle of a field .
Currently_owned_by_Palmer_College__Security_report.png,a collage of photos showing a man holding a frisbee .
Joe_supposedly_haunts_the_theatre__He_was_one_of_t.png,a bed with a blue and white striped bedspread .
Museum___Reported_lights_going_off_and_on__When_th.png,a large clock mounted to the side of a wall .
Barto_Hall_is_haunted_on_the_top_floor_in_the_room.png,a display case filled with lots of different types of food .
There_is_a__charred_lady__apparently_seen_in_Ameli.png,a book sitting on top of a bed .
There_are_rumors_that_if_you_go_to_the_Bethel_Ceme.png,a kitchen with a stove and a microwave
Rumor_is_that_the_theater_that_there_is_some_Ghost.png,a close up of a cake on a table
The_Strand_is_said_to_be_haunted_by_one_of_it_s_pr.png,a wall mounted to the side of a building .
The_White_homestead_is_a_house_that_was_built_in_1.png,a view of a house from the window of a plane .
Supposedly_a_long_time_ago_a_family_headed_down_th.png,a television with a picture of a man on it .
Various_spiritual_encounters_have_occurred_in_this.png,a close up of a machine in a building
At_night_when_you_are_riding_down_the_road_you_can.png,a large white dog sitting on top of a table .
It_is_said_that_several_car_accidents_have_been_do.png,a group of people standing on top of a tennis court .
Memorial_Union_Hall___pays_tribute_to_graduates_of.png,a large building with a clock on the wall .
Ghost_of_Indians_and_strange_shadows_and_balls_of.png,a close up of a white and black toothbrush .
It_is_said_to_be_that_the_Dakota_City_Historical_M.png,a clock tower in the middle of a city .
It_has_been_said_that_a_very_tall_boy_lurks_around.png,a man holding a red and white umbrella .
near_Moody_Lane___the_story_is_back_in_the_horse_a.png,a red suitcase sitting on the side of a road .
This_old_house_on_the_river_front_in_Hopewell_is_k.png,a large building with a clock on it .
An_old_jail_in_the_town_square_where_John_Dillenge.png,a red and white fire hydrant in front of a building .
Washington_Hall___Room_1217___It_was_said_that_a_g.png,a close up of a mirror on a wall
When_going_east_out_of_Guthrie_Center_there_is_a_c.png,a black and white photo of a person on a laptop .
Is_a_very_beautiful_campus__but_it_has_many_secret.png,a cat sitting on top of a car window .
Our_Lady_of_Angels_School_in_Chicago__It_caught_on.png,a red and white fire hydrant sitting on the side of a building .
There_was_originally_a_high_school_in_the_town_of.png,a group of birds sitting on top of a wooden table .
Stockport_is_an_old_run_down_town_and_on_the_outsk.png,a red brick building with a clock on it .
Just_north_of_Decatur__east_of_US_27__not_far_from.png,a black and white photo of a city street
The_area_surrounding_the_tomb_has_many_local_repor.png,a wooden bench in front of a building .
There_was_a_man_in_his_mid_40s_where_he_had_a_hous.png,a large elephant statue sitting on top of a table .
A_man_doing_maintenance_on_the_auditorium_roof_fel.png,a black and white photo of a large building
A_few_miles_east_of_Monmouth__Illinois__on_the_ori.png,a red fire hydrant sitting in the middle of a field .
the_ghost_of_John_Dillinger_is_seen_running_in_the.png,a picture of a man in a suit and tie .
Is_said_to_be_haunted_by_Civil_War_Colonel__Doors.png,a room with a wooden floor and a wall mounted wall .
There_is_a_house_that_sits_catty_corner_from_the_4.png,a red double decker bus driving down a street .
Several_people_visiting_the_burial_ground_have_rep.png,a black and white photo of a person on a laptop .
Ghosts_have_not_been_seen_first_hand_here__but_hav.png,an airplane is flying over a large building .
Description_of_Haunting__Closed_in_1997_In_the_Civ.png,a room filled with lots of different types of luggage .
In_the_forward_5__Gun_Mount__below_the_decks__a_la.png,a black and white photo of a train
Munger_Road_____A_haunted_road_were_many_car_light.png,a black and white photo of a person on a laptop .
It_is_a_creepy_feeling_by_just_looking_at_it__It_i.png,a man in a red shirt is playing a video game
This_cemetery_next_to_the_river_is_a_very_strange.png,a man riding a skateboard down the side of a ramp .
Campground_cemetery_is_a_small_cemetery_located_ad.png,a black and white photo of a herd of sheep .
Apparently_its_haunted_by_an_older_woman_wearing_a.png,a large building with a clock on it .
Reports_of_moaning_coming_from_the_tree_right_next.png,a large building with a clock on it .
This_place_is_haunted_by_a_ghost_of_a_small_boy_wh.png,a picture of a man in a suit and tie .
It_is_said_that_late_at_night_you_can_see_shadows.png,a close up of a street sign with a sky background
in_the_middle_of_the_cemetery_there_is_an_old_hang.png,a group of people standing on top of a lush green field .
behind_the_school_is_a_wooded_area_that_is_haunted.png,a large building with a large clock on it .
On_the_first_floor_of_the_hotel_you_can_hear_scrat.png,a black and white photo of a person on a laptop .
A_gravel_road_leads_you_to_Red_Bridge__Even_though.png,a horse standing in the middle of a road .
The_auditorium_is_the_dwelling_place_of_the_two_mo.png,a room filled with lots of different types of luggage .
At_unpredicted_times_of_the_day_and_night__strange.png,a birthday cake with candles on top of it
library___On_the_10th_floor_of_the_old_section_of.png,a wooden bench sitting in front of a building .
Drexel_Hall_Drexel_Hall_is_now_restricted_and_on_t.png,a large clock mounted to the side of a building .
In_life__the_first_artistic_director_of_the_theatr.png,a black and white photo of a person on a laptop .
There_Are_7_Ghosts_that_haunt_this_theatre__3_of_t.png,a bunch of old toilets sitting in a room
When_you_go_under_a_train_bridge_in_a_very_sharp_t.png,a train traveling down tracks next to a forest .
In_the_4_South_section_of_the_hospital_there_has_b.png,a black and white photo of a person on a laptop .
a_scream_was_caught_on_tape_of_an_empty_floor__no.png,a black and white photo of a person on a laptop .
It_is_a_creepy_looking_woods_in_woodstock__It_is_s.png,a fire hydrant sitting in the middle of a forest .
During_the_construction_of_the_train_trestle__two.png,a wooden bench sitting next to a river .
This_hotel_is_on_Fort_Monroe__Apparently__when_the.png,a group of people sitting on top of a wooden bench .
It_is_said_that_many_years_ago_before_the_windy_ro.png,a train station with a train passing by .
Bartlett_Hall____Bartlett_shows_all_signs_of_being.png,a black and white photo of a person on a laptop .
This_lady_back_in_the_days_when_the_river_ran_a_mi.png,a group of people standing on top of a snow covered slope .
Stories_of_a_lynching_here_by_the_KKK__Road_is_ver.png,a building with a clock tower on top of it .
There_is_a_white_apparition_of_a_ghost_throughout.png,a black and white photo of a person on a laptop .
There_is_a_bridge_near_the_hollow__There_have_been.png,a view of a window from a window .
Cedar_Hall___South_of_Estherville_on_Highway_4___T.png,a group of people standing in front of a building .
This_is_the_sight_of_a_load_of_supernatural_occurr.png,a group of ties hanging on a wall .
This_is_one_of_the_oldest_cemeteries_in_Warren_Cou.png,a car parked on the side of a road .
Rumors_say_that_that_the_ghost_of_Fr_Lechert_a_for.png,a black and white photo of a person on a laptop .
this_place_is_located_1_mile_north_of_whitelaw__in.png,a red brick building with a clock tower .
It_s_a_small_school_and_the_classes_are_held_in_ol.png,a close up of a keyboard and a monitor
Ghost_of_a_man_that_killed_his_entire_family_with.png,a window with a red door and a door open .
June_2008_has_been_removed_due_to_vandalism_.png,a large glass window with a clock on it .
Legend_is_a_large_area_of_land_northwest_of_Oaklan.png,a large group of people in a field .
This_place_is_haunted_by_the_ghost_of_a_Civil_War.png,a black and white photo of a person on a laptop .
There_has_been_numerouse_reports_from_the_emplyoes.png,a black and white photo of a person on a laptop .
Boys_Industrial_School_at_Lakin____It_is_a_an_old.png,a group of people standing next to each other .
Many_times_from_1990_1993__while_cleaning_basement.png,a bed with a book on top of it .
Many_spirits_reside_here__First_is_the_spirit_of_a.png,a group of people standing in front of a building .
This_is_the_oldest_cemetery_in_the_area__It_s_beli.png,a large clock tower sitting in the middle of a field .
The_school_was_about_100_years_old__People_have_sa.png,a group of people standing in front of a large building .
The_Bartonville_Insane_Asylum_has_been_closed_for.png,a red stop sign sitting on the side of a road .
Maple_Valley_Highway_is_a_very_dangerous_and_dark.png,a black and white photo of a group of people
In_1889_the_Bush_House_was_build__It_was_build_for.png,a man holding a baseball bat in his hands .
Outside_of_the_town_there_is_an_old_bridge_over_tr.png,a person taking a picture of a reflection in a mirror .
My_Lady_Bridge___Many_years_ago_in_stormy_night_un.png,a train traveling over a bridge over a river .
in_the_basement_their_are_loud_sounds_up_stairs_co.png,a black and white photo of a person on a laptop .
the_destroyer___Fife__has_scene_the_death_of_a_cre.png,a large building with a clock on it .
Has_been_torn_down___The_4th_floor_of_the_hospital.png,a view of a room with a bed and a window .
Apparently__a_long_time_ago_someone_was_raped_in_o.png,a group of people standing next to each other .
Was_the_sight_of_a_makeshift_morgue_after_the_East.png,a red fire hydrant in front of a house .
Adams__Arch___the_only_surviving_remnant_of_Rockfo.png,a black and white photo of a bird flying over a body of water .
Abijah_Thomas_built_the_Octagon_house_in_1850___Th.png,a red fire hydrant sitting in the middle of a field .
Used_to_be_where_from_what_i_understand__soldiers.png,a bunch of different types of clocks on display
Possible_Urban_Legend___Sounds_like_Ressurection_M.png,an old building with a clock on it
Now_apartments__Horace_Mann_School_has_had_many_re.png,a large building with a clock on it
There_has_been_a_number_of_hauntings_in_this_old_s.png,a close up of a clock on a table
Shoe_Factory_Road___first_driving_down_the_road_th.png,a group of colorful umbrellas hanging from a ceiling .
ghosts_have_been_photographed_and_witnessed_here_.png,a statue of a man sitting on top of a bench .
A_quite_tall_milkmaid_at_a_dairy_on_the_island_.png,a close up of a train on a train track
Williams_Hall___Williams_Hall_was_once_the_first_l.png,a building with a clock on the front of it
you_can_see_orbs_of_light_like_candles_out_in_the.png,a table topped with a laptop computer and a phone .
off_of_U_S__route_3_on_Lambs_creek_church_road__R_.png,a large building with a clock tower on top .
Abandoned_House___This_isn_t_much_of_a_haunting__b.png,a black and white photo of a train station .
It_is_hidden_off_to_the_right_hand_side_of_the_Red.png,a group of people standing on top of a tennis court .
Went_there_a_few_times_as_a_kid___abandoned_in_a_h.png,a red and white fire hydrant in front of a building .
Various_interpretations_have_been_given_for_the_my.png,a man is playing a game of frisbee .
The_Frank_Shaver_Allen_house_haunting_was_well_doc.png,a wooden bench sitting next to a window .
The_Grant_House_is_a_part_of_Officer_s_Row__The_ro.png,a close up of a baseball glove on a table
Back_in_1978_There_was_a_janitor_who_was_trapped_i.png,a black and white photo of a person on a laptop .
Believed_to_be_curse_by_souls_that_where_buried_th.png,a large building with a clock on it
Some_say_that_if_you_go_under_all_three_bridges_an.png,a large body of water with a bridge in the background .
The_public_library_employees_have_reported_a_ghost.png,a black and white photo of a person on a laptop .
It_has_been_reported_that_a_mother_and_two_childre.png,a fire hydrant in front of a building .
In_the_rear_of_the_cemetery_there_is_the_small_gra.png,a large building with a clock on it .
Talcott_Hall____room_of_a_student_who_hung_himself.png,a bedroom with a bed and a window
an_outside_church_in_lower_Eagle_city_too_many_voi.png,a close up of a street sign with a sky background
The_Tower_Room___it_has_a_closet_door_in_the_room.png,a room with a mirror and a window
It_is_said_a_janitor_that_fell_down_the_steps_to_t.png,a black and white photo of a person on a laptop .
Many_visitors_report_two_things_after_walking_thro.png,a mirror with a reflection in a mirror
The_legend_has_it_that_there_were_3_men_camping_on.png,a red umbrella sitting on top of a lush green field .
The_Crump_Theater_built_in_1874_and_was_originally.png,a tall clock tower with a sky background
Believed_to_be_haunted_by_Black_Annie_.png,a train traveling down tracks next to a river .
Gardiner_Hall___a_Home_Coming_Queen_who_slipped_in.png,a tall building with a clock on it 's side .
A_young_girl_has_been_sighted_wandering_around_the.png,a black and white photo of a person on a laptop .
many_mysterious_occurring__Some_say_it_is_the_ghos.png,a building with a large clock on it
Old_train_tunnel__that_is_said_to_be_haunted_by_a.png,a building with a large clock on it
New_Chicago___Hobart_Township___River_Forest_Junio.png,a tall building with a clock on top of it .
By_the_trailer_park__across_the_rail_road_tracks_i.png,a group of people standing next to a train .
it_is_said_that_a_woman_died_on_the_train_track_an.png,a stop sign with a bunch of stickers on it
women_s_voice_heard_whispering_.png,a black and white photo of a building
this_restaurant_use_to_be_a_funeral_Chapel____now.png,a large clock mounted to the side of a building .
Many_people_have_seen_the_priest_standing_outside.png,a large building with a clock on it .
Reports_of_apparitions_of_young_soldiers_walking_t.png,a black and white photo of a person on a laptop .
old_bar_established_in_the_1900_s_the_say_it_is_ha.png,a bed with a wooden frame on top of it .
the_cemetery_where_Governor_Ogelsby_is_buried__The.png,a statue of a man sitting on top of a bench .
it_s_an_old_church_with_many_rooms_upstairs__Peopl.png,a room filled with lots of wooden furniture .
Stephs_Pond_Nude_Retreat___Hearing_doors_open_and.png,a room with a window and a window .
In_the_auditorium_of_the_high_school_cold_spots_ca.png,a group of people standing in front of a store .
Security_guards_there_have_reported_elevators_movi.png,a close up of a train on a train track
Dimmit_Hall___There_is_said_to_have_been_a_girl_th.png,a wooden bench in front of a window .
The_hotel_sits_on_land_that_used_to_be_a_plantatio.png,a tall building with a clock on it
Located_off_of_Golf_Road__Many_are_said_to_have_se.png,a group of people standing next to each other .
witnesses_have_seen_a_face_in_the_window__There_ha.png,a large building with a clock on it .
In_1986_a_young_boy_was_ran_over_and_killed_by_a_t.png,a group of signs that are on a wall .
There_has_been_more_than_one_haunting_reported_her.png,a group of people on a boat in the water .
in_one_of_the_high_school_girls_bathrooms_a_girl_h.png,a black and white photo of a black and white photo
There_used_to_be_and_old_deserted_house_and_barn_.png,a bed with a white comforter and a blue blanket .
sometime_in_the_40s_50s_a_janitor_at_this_women_s.png,a man standing in a room with a skateboard .
out_in_the_middle_of_the_country_you_will_go_up_a.png,a black and white photo of a train on a track
A_women_dressed_in_an_all_black_dress_with_a_vial.png,a man holding a skateboard in his hand .
People_who_have_lived_next_to_this_house_say_that.png,a blue and white surfboard sitting on top of a table .
_Rumor__A_long_time_ago_a_little_before_the_school.png,a black and white photo of a street sign
This_court_house_has_stood_for_many_years__the_cou.png,a group of red and white clocks on a wall .
Upon_driving_over_the_railroad_tracks_late_at_nigh.png,a close up of a keyboard and a mouse
IN_ST__ANN_SCHOOL_THE_HALLS_ARE_HAUNTED_OF_A_LITTL.png,a group of people standing in front of a building .
This_dorm_and_Union_Cemetery_across_the_road_are_b.png,a clock that is sitting on a table .
The__Old_Building__of_the_school_was_supposed_to_b.png,a black and white photo of a person on a laptop .
Reports_of_dorm_rooms_opening_by_themselves_as_one.png,a close up of a stop sign with a sky background
IS_located_above_coal_mines__and_students_have_spe.png,a birthday cake with a train on it
Once_known_as_the_Old_Elgin_High_School__the_build.png,a large building with a large clock on it .
Old_Railroad_walk_bridge___If_you_walk_across_the.png,a close up of a clock on a wall
Along_the_old_hall_ways__lights_flicker_without_el.png,a large clock mounted to the side of a building .
In_the_early_1800_s_a_family_was_crossing_the_brid.png,a black and white photo of a man in a suit
In_the_old_superintendents_mansion_several_people.png,a large clock mounted to the side of a building .
it_is_said_that_in_this_house_down_the_road_a_blac.png,a red fire hydrant sitting in front of a building .
Old_Civil_War_Generals__and_soldiers_have_been_see.png,a pile of luggage sitting on top of a table .
in_the_basement_you_can_feel_cold_spots_and_the_ch.png,a view of a city street at night .
It_is_widely_believed_that_Ted_Bundy_killed_his_fi.png,a man and a woman sitting on a bench .
Mary_Frances_Hall___Mary_Frances_Hall_on_the_Clark.png,a wooden table with a clock on top of it .
Since_it_has_been_changed_to_Law_Offices__there_ha.png,a store with a clock on the wall
Kamola_Hall___Kamola_Hall_is_haunted_by_the_ghost.png,a black and white photo of a person on a laptop .
Otero_Mansion___about_20_miles_south_of_Albuquerqu.png,a horse standing in front of a building .
While_in_the_facility_at_night_after_closing__ther.png,a red fire hydrant sitting in front of a building .
Reports_of_electrical_problems__cabinets_opening_a.png,a living room filled with furniture and a fire place .
there_s_a_ghost_in_the_woods_wearing_a_bandana_and.png,a black and white photo of a person on a laptop .
Al_Capone_s_former_bar_for_gambling_and_prostituti.png,a black and white photo of a person on a laptop .
From_dusk_until_dawn_it_is_said_that_you_can_drive.png,a black and white photo of a person on a laptop .
this_place_was_once_the_burial_site_for_railroad_w.png,a close up of a keyboard and a mouse
A_woman_by_the_name_of_Dixie_V__Counts_is_buried_i.png,a clock sitting on top of a wooden table .
St__Joseph_s_Hospital__4_West___Employees_who_work.png,a large clock mounted to the side of a building .
This_theatre_was_built_in_1909_on_the_site_of_the.png,a large building with a clock on it .
The_back_office_door_opens_and_shuts_by_itself_and.png,a street sign with a building in the background
Both_guests_and_employees_have_seen_apparitions_an.png,a sign that is on the side of a building .
There_is_a_pond_over_in_Larkdale_where_it_is_said.png,a remote control sitting on top of a table .
In_the_old_Holy_Angels_building_which_is_now_an_ap.png,a group of people standing in front of a building .
It_s_an_old_cemetery_about_5_miles_south_of_Ackley.png,a bench sitting in the middle of a field .
This_place_was_an_old_naval_station_a_long_time_ag.png,a large building with a clock on it .
in_the_upstairs_balcony_you_can_see_a_boy__that_is.png,a black and white photo of a person on a laptop .
Ghost_heard_whistling_in_the_aisles_and_in_the_bac.png,a picture of a man in a suit and tie .
Make_it_known_that_if_you_are_going_to_this_hotel_.png,a group of people standing in front of a large building .
the_cemetery_is_located_down_a_dirt_road_that_is_b.png,a baseball player holding a bat on a field .
Home_of_Confederate_General_Albert_G__Jenkins__Sta.png,a red and white bus parked in front of a building .
A_college_group_from_Knox_College_took_a_field_tri.png,a display case with many different colored ties .
Go_to_on_Greenville_Pike__At_the_stop_sign_turn_ri.png,a red stop sign sitting on the side of a road .
The_Maryville_Center_For_Medically_Complex_childre.png,a red and white bus parked in front of a building .
Suicide_Bridge____There_s_a_bridge_located_in_Seat.png,a large clock mounted to the side of a building .
It_has_been_said_that_there_is_a_train_track_in_th.png,a large long train on a steel track .
A_black_figure_has_been_seen_towards_the_back_of_t.png,a black and white photo of a person on a laptop .
Riggleman_Hall___Feelings_of_not_being_alone_stran.png,a black and white photo of a person on a laptop .
Bon_s_Chapel___This_is_the_home_of_the_headstone_w.png,a bunch of stuffed animals are on display
haunted_by_the_young_wife_of_the_first_owner__When.png,a black and white photo of a person on a laptop .
Around_3am_4am_in_the_morning__shoppers_and_worker.png,a close up of a clock on a building
Bayliss_Hall___Room_1117___It_has_been_reported_th.png,a black and white photo of a bed in a room .
This_is_a_very_haunted_road_that_few_people_know_a.png,a pair of scissors sitting on top of a table .
On_Valentine_s_Day_in_1929__Al_Capone_sent_some_of.png,a black and white photo of a person on a laptop .
there_have_been_sightings_of_strange_animals_and_c.png,a group of people standing next to each other .
Larsen_Hall___The_ghost_s_name_is_Gertrude__She_ha.png,a clock on the side of a building .
It_is_known_that_a_neighboring_resident_found_an_a.png,a baseball player holding a bat on a baseball field .
Heavy_satanic_activity__Was_a_house__barn__and_ani.png,a black and white photo of a person on a laptop .
St__Mary_s_Cemetery__The_boundaries_of_this_cemete.png,a row of parking meters in front of a building .
Colgate_Palmolive_factory___This_building_was_orig.png,a room filled with lots of different colored surfboards .
OLd_School_Houses___it_is_told_to_be_that_if_you_p.png,a red stop sign sitting on the side of a road .
trees_in_the_back_of_this_cemetery_are_dangerous_.png,a red and yellow train on a train track
There_can_be_voices_heard_coming_from_the_balcony.png,a group of birds standing in a cage .
an_old_turn_of_the_century_site_where_criminals_we.png,a large building with a clock on it .
Haunted_by_different_teachers_said_to_roam_the_hal.png,a black and white photo of a person on a laptop .
strange_noises__smells__Things_being_thrown__Suppo.png,a large window with a clock on it .
passed_gravity_hill___it_was_said_that_in_a_barn_n.png,a red train car sitting in front of a building .
When_you_go_past_the_white_house_on_5o_north_off_o.png,a group of people sitting on top of a bench .
Employees_have_seen_strange_apparitions__and_have.png,a group of people standing next to each other .
Haunted_by_Civil_War_slaves_and_soldiers__This_hou.png,a building with a clock on the front of it .
When_working_in_the_preseason_you_can_hear_what_so.png,a black and white photo of a person on a laptop .
The_Gateway_Gardens_is_an_apartment_complex__peopl.png,a red brick building with a clock on it .
About_2_years_ago_a_couple_was_murdered_in_the_par.png,a group of people standing on top of a building .
It_has_been_said_that_a_woman_threw_3_of_her_4_chi.png,a black and white photo of a person on a laptop .
Located_in_downtown_of_north_Everett__the_theatre.png,a couple of people standing in front of a mirror .
Maryhill_Museum_is_a_reproduction_Italian_villa__m.png,a large building with a large clock tower .
Restless_spirit__Moves_about_the_condo_at_night_mo.png,a large building with a clock on it .
Around_1915__the_area_that_is_now_the_Dunes_State.png,a group of people standing on top of a boat .
The_present_dining_room_in_this_lovely_old_hotel_i.png,a room with a bed and a television .
The_school_used_to_be_a_nunnery_in_the_1950_s__It.png,a group of people standing on top of a tennis court .
Many_years_ago__a_small_boy_was_crossing_the_stree.png,a black and white photo of a keyboard
Mahood_Hall_A_young_girl_is_known_to_haunt_the_old.png,a large building with a clock on it .
Built_in_1900_and_once_attended_by_Robert_Wadlow__.png,a large building with a clock tower on top of it .
A_sad_tale_of_jealousy_and_revenge_sums_up_the_his.png,a black and white photo of a person on a laptop .
long_time_ago_on_these_train_tracks_a_bus_load_of.png,a picture of a person taking a picture of themselves .
If_you_stop_while_going_up_hill_and_put_your_car_i.png,a man holding a tennis racquet on top of a tennis court .
An_inn_and_tavern_established_in_1858__became_quit.png,a black and white photo of a person on a laptop .
disembodied_voices_heard_.png,a black and white photo of a person on a laptop .
Behind_the_jay_county_conservation_club_down_a_sho.png,a red fire hydrant sitting in the middle of a field .
_I__and_10th_Street_Clinic___Was_on_route_for_Trai.png,a sign that reads `` <UNK> '' on the side of a building .
Elliot_Hall___A_male_student_came_to_school_after.png,a black and white photo of a person on a laptop .
The_University_of_Illinois___The_English_building.png,a living room with a couch and a table
There_is_a_little_headstone__If_you_get_in_the_rig.png,a close up of a pair of scissors
many_people_have_seen_the_shadowy_ghost_that_haunt.png,a close up of a train on a train track
Gravity_Hall___Back_in_the_early_70_s__a_black_pre.png,a black and white photo of a person on a laptop .
The_first_house_in_the_city__King_and_N__Fairfax_.png,a large building with a clock on it .
The_bridge_is_just_west_of_Van_Buren_St___A_woman.png,a teddy bear sitting on top of a wooden bench .
It_s_an_old_building_that_was_a_school_awhile_back.png,a picture of a sign that reads `` <UNK> '' .
Two_girls_where_driving_in_he_cemetery_around_midn.png,a black and white photo of an old building .
Every_night__since_last_October_of_1998_Halloween.png,a group of people standing next to a train .
A_woman_named_Dr__Linda_Burfield_Hazzard_ran_a_san.png,a black and white photo of a person on a laptop .
YMCA___Rumor_is_that_there_was_a_farmer_that_lived.png,a group of people standing next to each other .
Steilacoom___is_notorious_for_its_ghost_encounters.png,a house that has a house in the background .
where_the_old_pizza_hut_used_to_be__Near_highway_3.png,a close up of a double decker bus
Reports_of_apparitions__dog__cat__and_a_Chinese_ma.png,a close up of a person holding a stuffed animal
There_is_a_road_out_in_the_country_and_it_is_prett.png,a picture of a person on a couch .
In_the_old_days_when_slaves_were_being_traded__Ale.png,a close up of a tooth brush in a cup
Green_castles_Cemetery___This_is_a_very_old_cemete.png,a row of different colored vases sitting on a shelf .
There_is_an_old_legend_which_describes_a_tale_rega.png,a close up of a person holding a cell phone
The_area_directly_above_the_bar_upstairs_is_haunte.png,a close up of a pair of scissors
Some_nights_the_large_Ferris_wheel_starts_going_an.png,a black and white photo of a man on a motorcycle .
not_far_from_Anderson_cemetery_there_is_a_stone_ca.png,a herd of cattle grazing on a lush green field .
Many_odd_things_occur_including_unplugged_blenders.png,a close up of many different colored tooth brushes
Has_since_be_torn_down___Next_to_the_Stonewall_Jac.png,a large building with a clock on it .
Owned_by_a_slave_owner__he_tortured_and_killed_man.png,a group of men standing next to each other on a field .
Railroad_Tracks___If_you_park_your_car_on_these_tr.png,a train station with a train on the tracks .
students_have_seen_a_little_girl_roaming_the_halls.png,a woman standing in front of a mirror in a room .
Pocahontas_Parkway_was_built_where_Indians_once_li.png,a man is doing a trick on a skateboard
people_have_reported_seeing_shadowy_figures_and_mu.png,a bunch of suitcases are stacked on top of each other
Curry_Hall___A_three_year_old_boy_rode_his_bicycle.png,a view of a city street from a window .
The_auditorium_is_supposedly_haunted_by_a_woman_in.png,a black and white photo of a clock tower .
The_Career_Center___Indiana_University_is_said_to.png,a group of birds sitting on top of a table .
The_old_Lebanon_High_School_is_a_abandon_school_th.png,a black and white photo of a train station .
Ridge_farm___These_towns_are_located_in_Illinois_a.png,a red and white fire hydrant sitting in the middle of a field .
Witnesses_say_specters_can_be_seen_along_at_night_.png,a man riding a skateboard down a street .
May_2008___Has_been_removed_.png,a black and white photo of a person on a laptop .
The_old_army_barracks__which_are_still_occupied__w.png,a large building with a clock on it .
Wash_Frank_Hall__two_ghosts_were_seen_by_a_student.png,a red stop sign sitting on the side of a road .
Cold_spots_felt__strange_loud_banging_heard__The_b.png,a television set is on display in a store .
People_talk_of_a_Blue_light_hovering_in_the_trees.png,a man flying through the air while riding a skateboard .
There_is_a_hill_with_a_cemetery_on_top__by_Love_Fo.png,a picture of a cat sitting on a window sill .
Monaghan_Hall____Monaghan_Hall_is_the_music_buildi.png,a large building with a clock on it .
It_is_said_to_be_haunted_by_a_family_that_was_kill.png,a building with a clock on the side of it .
Way_aut_in_the_farm_fields_a_man_is_said_to_carry.png,a close up of a keyboard and a mouse
When_Whitko_High_School_was_being_built__directly.png,a large building with a clock on it .
Moore_Cemetery___About_5_miles_off_the_main_road_a.png,a red fire hydrant sitting on the side of a road .
Chester_Apts_originally_was_a_hospital__After_it_w.png,a group of people sitting on top of a lush green field .
A_large_gravestone_with_a_crystal_ball_said_to_be.png,a laptop computer sitting on top of a table .
Columns_Amphitheater___After_dark__there_is_an_ent.png,a window sill with a clock on it .
Hacienda_Mexican_Restaurant___Used_to_be_a_mansion.png,a picture of a person holding a computer .
This_cemetery_is_located_just_South_of_the_city_an.png,a red fire hydrant sitting on the side of a road .
Just_the_old_story_of_Stiffy_Green__Supposedly_Sti.png,a group of people standing on top of a stage .
At_this_school_sightings_have_been_seen_clocks_sto.png,a picture of a sign that says <UNK> .
A_former_employee_and_guest_heard_people_talking_i.png,a black and white photo of a person on a laptop .
It_is_said_that_late_at_night_the_lights_in_the_sc.png,a picture of a person holding a cell phone .
A_man_wearing_a_black_cloak_is_said_to_roam_the_Au.png,a teddy bear sitting on top of a rock .
Pickens_Hall____noises_such_as_furniture_moving_ab.png,a large clock tower towering over a city .
