Filename,Caption
This_coffee_house_was_originally_a_doctor_s_office.png,a sign that is on the side of a building .
blood_will_sometimes_appear_on_the_train_tracks_ne.png,a train on a train track with a sky background
B_hall___A_few_years_ago_four_students_met_in_a_fr.png,a group of people standing next to each other .
During_the_World_War_II__the_military_used_the_bas.png,a black and white photo of a building with a clock tower .
The_Cator_House_is_said_to_be_haunted_by_the_Spiri.png,a red brick building with a clock on it .
This_is_an_old_elementary_school_where_children_wh.png,a black and white photo of a city street
Their_have_been_sightings_of_lights_in_the_shape_o.png,a black and white photo of a woman in a bathroom
Pioneer_Inn___The_Pioneer_Inn_has_been_around_sinc.png,a building with a clock on the front of it .
Large__heavy_objects_moved_across_floor_overnight_.png,a black and white photo of a building with a clock
Reports_of_a_menacing_presence_accompanied_by_cold.png,a black and white cat laying on top of a bed .
Chowchilla_Union_High_school_has_had_many_students.png,a black and white photo of a kitchen .
The_Restaurant_has_been_around_since_the_time_the.png,a building with a clock on the side of it .
The_store_is_haunted_by_the_night_watchman__He_rea.png,a man standing in front of a shelf filled with books .
A_lot_of_things_happened_here__There_are_rumors_of.png,a man riding a skateboard up the side of a ramp .
Oak_Hill_Youth_Center__The_Old_Portland_Hospital__.png,a red fire hydrant sitting on the side of a road .
A_ghost_by_the_name_of_Mac_haunts_the_theatre__He.png,a black and white photo of a toilet in a bathroom
You_can_hear_people_running_up_and_down_the_stairs.png,a black and white photo of a living room
Rooms_23___14_are_haunted_by_apparitions_.png,a bedroom with a bed and a window
Former_employees_described_clearly_hearing_footste.png,a group of people standing in a room .
Formerly_L_A__Cabaret___When_it_was_the_comedy_clu.png,a woman sitting at a table in a restaurant .
June_2008___Removed.png,a black and white photo of a living room
Up_and_down_river_road_there_are_5_markers_made_ou.png,a group of people sitting on top of a lush green field .
there_s_many_different_stories_on_this__on_is_that.png,a black and white photo of a man sitting on a bench .
Building_1___The_sound_of_hands_clapping_is_heard_.png,a black and white photo of a building
You_take_a_road_called_Glen_Helen_until_you_pass_a.png,a train traveling through a lush green forest .
At_night__screams_can_be_heard_coming_from_the_bas.png,a man standing in a room with a remote .
People_have_said_that_they_see_a_woman_in_white_ca.png,a bed with a white blanket on top of it .
Strange_lights_have_been_seen__and_the_closest_sou.png,a black and white photo of a city street
Theater_Museum___A_Janitor_reports_seeing_a_woman.png,a man standing in front of a bathroom mirror .
Mostly_strange_sounds_in_the_rooms_and_the_feeling.png,a black and white photo of a bathroom
Reports_of_cries_for_help_in_the_bathroom_in_the_o.png,a black and white photo of a kitchen .
Fletchertown_Road_has_long_been_the_subject_of_the.png,a black and white photo of a horse and a cow .
A_long__narrow__dark_road_off_of_Hwy_31_will_bring.png,a person riding a skate board at a skate park
You_come_up_a_very_dark_road_with_trees_overcastti.png,a black and white photo of a town street
This_is_a_very_old_home_now_a_restaurant__The_form.png,a red brick building with a red door
The_cemetery_is_located_off_of_Grant_58_in_Ico__Th.png,a row of wooden benches sitting next to each other .
blood_stains_on_the_walls__Unexplainable_Movement_.png,a room with a window and a window
Storage_Building_behind_hotel__north_side____Attac.png,a train traveling down tracks next to a forest .
Before_the_construction_of_the_grocery_and_shoppin.png,a black and white photo of a city street
the_small_forest___Sometime_between_1972___1973__t.png,a black and white photo of a lake
Ghost_seen_sitting_in_the_seats_.png,a black and white photo of a cat sitting on a chair .
Faculty_has_reported_strange_smells_and_being_touc.png,a dog standing in a bathroom next to a window .
A_man_named_John_Jo_Weezer_was_Hit_by_a_Combine_at.png,a man standing in front of a tractor trailer .
This_shop_had_a_lot_of_poltergeist_activity_when_s.png,a man standing next to a dog in a doorway .
This_location_was_formerly_a_plantation_with_a_bru.png,a black and white photo of a church with a clock tower .
Easton_Hall___heard_strange_noises__many_people_ha.png,a building with a clock on the front of it
this_is_an_old_tobacco_farm_and_the_entire_propert.png,a house with a tree in front of it .
in_the_middle_of_the_day_in_the_girls_restroom_abo.png,a black and white photo of a bathroom
While_touring_the_mansion_many_people_have_felt_gh.png,a living room filled with furniture and a fire place .
Its_been_told_that_you_can_see_lights_go_on_in_the.png,a black and white photo of a building with a clock tower .
Towards_dusk_a_large__fast_moving_white_mist_like.png,a person is flying a kite in a field .
Has_blood_stains_on_the_walls_and_now_remains_all.png,a bathroom with a shower and a toilet .
Voices_of_young_children_are_heard_when_no_one_is.png,a group of people standing next to each other .
Reports_of_musket_fire_and_screaming_.png,a group of baseball players standing next to each other .
At_night_a_woman_can_be_seen_walking_the_creek_bed.png,a train traveling over a bridge over a river .
Many_people_over_the_last_hundred_years_have_heard.png,a black and white photo of a city street
This_location_is_an_old_late_1800_s_and_early_1900.png,a black and white photo of a fire hydrant
Dormitory_said_to_be_haunted_because_of_being_cons.png,a black and white photo of a living room .
Down_in_the_narrow_end_of_Bottom_Road_at_certain_t.png,a teddy bear sitting on a bench in a city .
In_the_depths_of_Shell_Mounds__there_is_a_clear_ci.png,a fire hydrant sitting in the middle of a forest .
At_the_Ozark_High_School__the_stage_used_for_music.png,a black and white photo of a man and a woman .
Near_a_curve_in_the_railroad_tracks_inside_the_cit.png,a train traveling down tracks next to a forest .
School_was_built_in_early_nineteen_hundreds__One_n.png,a black and white photo of a kitchen with a window
Legend_says_that_if_you_go_down_this_road__you_wil.png,a view of a snow covered mountain in the snow .
A_former_employee_named_George_is_said_to_haunt_th.png,a large building with a clock on it .
Some_people_say_if_you_go_there_at_night_the_Books.png,a bunch of books that are on a shelf .
Many_old_people_that_are_buried_here__seem_to_disa.png,a row of parking meters sitting next to each other .
A_running_figure_can_be_seen_along_the_track_of_th.png,a person on a skateboard on a street .
_one_mile_south__down_134_past_Sooner__a_woman_dri.png,a stop sign on the side of the road .
Oriental_Man_walking_his_dog__and_practicing_his_g.png,a man riding a skateboard down a street .
It_is_a_abandoned_Mansion_of_the_magician_Houdini_.png,a large building with a clock tower on top .
Ellender_Dormitory___In_past_years_there_was_an_al.png,a clock tower in the middle of a city .
Twenty_years_ago__a_woman_and_her_baby_died_in_a_c.png,a black and white photo of a train station .
This_restaurant_is_haunted_by_a_ghost_named_Charli.png,a clock tower in the middle of a city .
Intensive_Care_Nursery_haunted_by_women_that_have.png,a black and white photo of a living room
Laxson_Auditorium___supposedly_the_spirit_of_an_ol.png,a large long train on a steel track .
On_the_property_there_is_an_abandoned_mansion_clos.png,an old church with a clock tower in the middle .
every_night_if_you_drive_across_Black_Panther_Brid.png,a group of giraffe standing next to each other .
A_Little_boy_at_the_age_of_3_and_His_mother_were_k.png,a young boy is playing with a frisbee .
Sharlot_Hall___Visitors_report_cold_spots__and_the.png,a black and white photo of a living room .
People_have_reported_hearing_the_screams_of_a_fema.png,a tall tower with a clock on top
There_is_a_young_woman_said_to_haunt_this_Bed_and.png,a black and white photo of a brick building .
It_is_said_that_3_ghost_haunt_the_school__There_is.png,a man walking down a sidewalk next to a building .
This_home_used_to_be_a_slave_home_built_in_1700_or.png,a black and white photo of a street sign
Guests_complain_about_a_little_girl_calling_for_he.png,a display case filled with lots of food .
If_you_go_in_the_cemetery_at_night_at_around_11_00.png,a black and white photo of a city street
This_school_just_received_air_conditioning__but_th.png,a dining room with a table and chairs
Built_in_the_1700_s__many_families_have_occupied_t.png,a building with a clock tower in front of it .
Across_the_bridge_to_the_right_there_is_a_stair_ca.png,a black and white photo of a bench in a park .
Strange_blue_lights_and_many_other_occurrences__So.png,a bathroom with a toilet and a sink
It_is_said_that_a_woman_had_two_of_her_kids_drown.png,a black and white photo of a river and a bridge
At_night_when_you_go_in_the_church__if_you_listen.png,a living room filled with furniture and a fire place .
They_say_that_in_the_library__people_see_the_man_t.png,a black and white photo of a man with a suitcase .
Buildings_14_and_17___These_buildings_used_to_be_a.png,a black and white photo of a fire hydrant .
Witnesses_say_that_things_moving_around_at_night_a.png,a black and white photo of a vase with flowers
late_at_night_during_rainy_nights_on_fourth_St__th.png,a person sitting on a bed with a laptop .
It_is_said_that_on_the_outside_of_the_mission__the.png,a clock on the wall of a building
This_Wal_Mart_is_said_to_be_built_on_an_Indian_bur.png,a store filled with lots of fresh produce .
An_old_man_dressed_in_a_black_suit_and_black_top_h.png,a black and white photo of a man in a suit .
Reports_of_cold_spots__moaning_heard__the_third_to.png,a room with a bed and a window
There_are_actually_two_ghost_stories_that_have_mad.png,a black and white photo of a bedroom
Supposedly__if_you_go_there_late_at_night_you_can.png,a black and white photo of a herd of sheep .
Two_spirits_are_known_to_haunt_this_theater__One_i.png,a black and white photo of a living room
Balls_of_light_dance_down_the_road_and_sometimes_i.png,a black and white photo of a city street
Just_north_of_the_Arkansas_River_and_south_of_a_ne.png,a black and white photo of a street sign
Room_218____The_building_is_haunted_by_an_Irishman.png,a black and white photo of a man in a suit
A_young_boy_drowned_in_a_bath_tub_in_the_house___T.png,a white toilet sitting next to a bath tub .
A_biker_died_on_the_road_about_10_years_ago_and_no.png,a motorcycle parked on the side of a road .
while_walking_this_path_in_the_late_evening_hours_.png,a close up of a vase with flowers in it
Early_in_1893__an_opera_comedy_group_led_by_John_O.png,a man and a woman standing next to each other .
During_the_construction_of_the_warehouse_it_was_sa.png,a black and white photo of a man walking down a sidewalk .
Noises_in_Hallway__items_being_moved__Whispered_vo.png,a person standing in front of a bathroom mirror .
There_is_a_hill_at_the_exit_of_the_rest_stop__If_y.png,a street sign on the side of a road .
Lemon_Ave___The_Lady_was_killed_by_car_accident_yo.png,a black and white photo of a city street
On_the_southeast_corner_of_Harbor_and_Commonwealth.png,a black and white photo of a city street
Cabin_The_First_Interstate_Bldg___now_called_the_A.png,a black and white photo of a clock tower .
The_Tower_Room___Although_it_is_no_longer_a_hotel_.png,a living room filled with furniture and a fire place .
On_the_full_moon_at_midnight_you_can_see_a_woman_w.png,a man is doing a trick on a skateboard
There_is_a_book_of_ghost_stories_about_this_histor.png,a black and white photo of a building with a clock tower .
The_abandoned_Hospital_is_haunted__An_apparition_h.png,a room with a bed and a window .
Once_a_school_of_theater_arts_and_now_a_state_hist.png,a large clock mounted to the side of a building .
The_original_courthouse_burned_down_and_everyone_b.png,a black and white photo of a building
proceed_past_the_fairgrounds_5_miles_to_the_dump_.png,a black and white photo of a barn in a field
Reports_of_hearing_a_girl_screaming__and_things_se.png,a black and white photo of a cat on a bed .
Reports_of_doors_opening_and_closing_on_their_own_.png,a black and white photo of a person on a laptop .
Various_hauntings_occur_in_this_hotel_and_has_been.png,a large building with a clock tower on top .
Only_one_teacher_opens_up_in_the_morning_at_6am__b.png,a woman standing in a room next to a table .
At_the_apartments__they_say_that_there_was_a_horri.png,a black and white photo of a man standing in front of a building .
A_light_is_seen_at_night_going_up_and_down_the_tra.png,a black and white photo of a city street .
What_is_now_a_teenage_recovery_house_is_the_site_o.png,an old black and white photo of a church
When_the_school_was_first_being_built__and_there_.png,a park bench sitting in the middle of a field .
Between_Roosevelt_and_Fillmore___A_nine_year_old_g.png,a car driving down a street next to a traffic light .
Here_are_some_of_the_accounts_recorded_by_the_Eart.png,a close up of a keyboard and a monitor
A_boy_named_Tyler_was_a_student_in_the_1960_s__and.png,a man standing on a sidewalk holding a skateboard .
People_have_seen_an_Indian_dressed_only_in_breech.png,a couple of wooden benches sitting next to each other .
One_day_long_ago_a_baby_had_drowned_while_parents.png,a black and white photo of a park bench
Every_summer_if_you_are_driving_on_this_Rodeo___Cr.png,a car driving down a road next to a stop sign .
Indio_High_has_been_around_since_the_early_60_s__A.png,a living room with a couch and a table
Inside_old_ROP_building_in_the_hallway_footsteps_w.png,a black and white photo of a kitchen
Lilburn___It_has_been_called_the_most_haunted_loca.png,a black and white photo of a building with a clock tower .
Rotunda____limited_sightings__Area_was_closed_to_p.png,a large clock mounted to the side of a wall .
Several_workers_have_seen_people_or_images_walking.png,a man standing next to a fire hydrant .
You_can_t_enter_the_grounds_because_it_is_fenced_o.png,a group of lawn chairs sitting next to each other .
Reports_of_ghostly_apparitions_chasing_cars_down_t.png,a black and white photo of a park bench
Haunted_by_an_unknown_entity_.png,a black and white photo of a bedroom
Walker_Rd__surrounding_area____Witnesses_have_seen.png,a black and white photo of a church with a clock tower .
Its_said_to_be_that_a_little_boy_hung_himself_from.png,a boat that is sitting in the water .
Female_singing_and_crowd_voices_noises_are_heard_.png,a black and white photo of a person on a skateboard .
L_.png,a view of a living room with a television in the corner .
In_the_old_gym_of_CHS__many_have_heard_legends_of.png,a black and white photo of a large room
In_the_early_morning_hours_sometimes_the_locals_cl.png,a black and white photo of a park bench
Almost_at_the_very_end_of_Redwood_Rd___there_s_a_h.png,a man holding a baseball bat in front of a fence .
On_the_side_of_the_new_Dudley_oxford_road__for_abo.png,a black and white photo of a fire hydrant
Built_in_the_late_1700_s__Mission_San_Jose_has_had.png,a very tall clock tower towering over a city .
This_is_an_old_cemetery_with_a_boardwalk_right_up.png,a fire hydrant in the middle of a field .
This_old_house_marked__20__on_the_entrance_is_extr.png,a white house with a house in the background .
The_Beauregard_Keyes_house_is_known_to_be_haunted.png,a black and white photo of a building with a clock tower .
The_ghosts_of_Spanish_Conquistadors_search_for_the.png,a group of people riding horses in a field .
This_school__built_in_1925__had_a_swimming_pool_at.png,a black and white photo of a bathroom
haunted_by_several_ghosts_who_were_residents_durin.png,a living room with a couch and a table
Reporters_have_investigated_and_it_s_said_to_be_ha.png,a living room with a couch and a table
For_the_past_two_years_a_phantom_rowboat_has_been.png,a large body of water next to a forest .
Long_ago_there_was_a_driveby_on_Jackson_Street__wh.png,a car parked on the side of the road .
This_cottage_was_once_an_old_school_house__Late_at.png,a building with a clock tower in the middle of it .
Strange_howling_can_be_heard_coming_from_no_where_.png,a black and white photo of a dog on a leash .
This_ghost_pretty_much_have_been_sighted_along_the.png,a person on a surfboard in the water .
This_theatre_is_one_of_the_oldest_buildings_in_Pon.png,a black and white photo of a train station .
Lights_will_be_turned_on_and_doors_locked_and_unlo.png,a bathroom with a shower and a toilet .
Workers_hear_little_girls_laughing_in_the_back_roo.png,a black and white photo of a woman in a bathroom
Father_John_DuBois_is_sometimes_seen_walking_the_c.png,a tall building with a clock on it
It_is_said_that_a_woman_walks_from_tree_to_tree__T.png,a black and white photo of a man and a woman
Students_often_hear_and_see_visions_of_Mary_Post_.png,a room with a bed and a window
This_motel_is_right_next_to_a_freeway__and_it_is_s.png,a stop sign on the corner of a street .
Landon_House_Mansion___doors_open_and_close_by_the.png,a group of people standing on top of a lush green field .
Alice_Miller_s___Aunt_Alice___room____4th_floor__s.png,a black and white photo of a bathroom
Old_timers_tell_of_a_haunting_on_9_Mile_Ridge_Road.png,a church with a steeple and a clock tower .
Morrison_Building___This_building_used_to_have_a_s.png,a tall building with a clock on top of it .
This_Bed_and_Breakfast_was_the_home_of_a_young_man.png,a black and white photo of a building with a clock tower .
after_school_hours_at_night_strange_ghostly_entiti.png,a woman standing on a sidewalk next to a tree .
Stowe_Lake_Golden_Gate_Park___It_has_been_said_tha.png,a black and white photo of a lake
West_Campus_Ole_Main___Auditorium___If_you_stand_o.png,a black and white photo of a train
The_Home_was_built_in_early_1800_s__Ghost_include.png,a black and white photo of a building with a clock tower .
ARCO_Refinery___Dark_figures_walking_around__valve.png,a black and white photo of a city street
which_is_above_the_Pirates_of_the_Caribbean__Worke.png,a living room filled with furniture and a flat screen tv .
Football_field_locker_room__Harrah_football_team_w.png,a black and white photo of a kitchen .
it_was_said_that_a_man_had_died_there_and_when_you.png,a black and white photo of a church .
Cry_Baby_Hollow_Off_Highway_31_North_in_Cullman_Co.png,a wooden bench sitting next to a lush green forest .
hunting_of_a_little_boy_and_5_other_girls_in_the__.png,a black and white photo of a bedroom
It_used_to_be_an_Indian_reservation__then_early_in.png,a black and white photo of a street sign
Spanish_Patio____strong_presences_felt_throughout_.png,a large clock mounted to the side of a building .
Footsteps_and_voices_are_heard__as_well_as_the_sme.png,a black and white photo of a man and a woman
Flamenco_Unit___The_unit_was_built_in_1920__and_wa.png,a black and white photo of a building with a clock .
There_s_an_old_Indian_cemetery_out_near_the_airpor.png,a giraffe standing next to a tall tree .
Henryton_Sanitarium_is_located_on_Henryton_Road_ne.png,a building with a clock on top of it .
Haunting_18th_Century__There_is_a_woman_that_lives.png,a red brick building with a red fire hydrant .
E_Building___Believed_to_be_haunted_by_Lizzy__Repo.png,a black and white photo of a city street
In_theater_3_a_female_usher_was_scared_out_by_a_ro.png,a man taking a picture of himself in a mirror .
Noises_of_Indian_war_drums__shadows_of_people_and.png,a black and white photo of a building with a clock tower .
It_is_said_that_on_a_stormy_night__you_can_hear_sc.png,a group of people standing next to a fire hydrant .
Mount_Holly_Cemetery___This_is_a_large_cemetery_wi.png,a row of wooden park benches sitting next to each other .
Cold_spots_felt_.png,a white toilet sitting in a bathroom next to a window .
The_only_store_in_this_small_town_is_haunted__Some.png,a group of people standing in front of a store .
Saw_small_green_glowing_balls_around_2am_sometimes.png,a close up of a tooth brush with tooth paste
At_the_division__fishers_can_sometimes_see_a_shado.png,a black and white photo of a street sign
An_extremely_dedicated_and_involved_actor__simply.png,a black and white photo of a man sitting on a couch .
Formerly_Listed_as_Abandoned_Army_Hospital___Many.png,a black and white photo of a barn with a cow .
haunted_by__the_pitcher_man___he_offers_passersby.png,a black and white photo of a man holding a tennis racket .
This_affluent_house_sits_upon_a_hill_overlooking_E.png,a large building with a clock on it .
Supposedly_there_was_a_shipwreck_here_and_the_capt.png,a black and white photo of a boat in the water .
an_Indian_woman_has_been_seen_in_the_brush_filled.png,a horse standing in the middle of a field .
The_majority_of_the_houses_are_very_old_and_Victor.png,a large building with a clock on it .
South_of_Elreno_Behind_the_Old_Sewage_Plant_is_a_R.png,a red fire hydrant sitting in the middle of a field .
It_is_believed_that_slaves_were_hung_from_the__han.png,a couple of giraffe standing next to each other .
There_is_a_saying_that_you_should_never_go_in_the.png,a black and white photo of a black and white photo
Around_the_1950_s__when_Powell_was_built__a_little.png,a black and white photo of a street corner
Haunted_by_the_spirit_of_an_Alaskan_native_woman_n.png,a red and white fire hydrant sitting in the middle of a forest .
The_Little_Theater__aka_the_Drama_Room__is_suppose.png,a black and white photo of a living room .
Lepsy___Near_or_around_the_reservation__it_is_said.png,a group of men standing next to each other .
Witherspoon_Hall_On_the_third_floor_at_night__a_pi.png,a black and white photo of a piano
February_2004_Update__formerly_listed_as_El_Cerrit.png,a car parked in front of a building .
Located_in_downtown_San_Diego_has_1_or_more_haunte.png,a group of people standing in front of a building .
a_k_a____The_Pea_Farm___The_Old_Jail_is_covered_by.png,a red and white fire hydrant in front of a building .
it_was_a_apartment_now_its_reconstructed__but_apar.png,a living room with a couch a table and a tv
Former_landlord_shot_and_killed_a_man_in_the_Jacuz.png,a black and white photo of a building
Anomalies_such_as_ecto_mist_and_orbs_recorded_on_f.png,a black and white photo of a vase with flowers .
Davis_PD_moved_to_a_new_building_recently__after_h.png,a man standing in front of a bathroom mirror .
Erdman_Hall___A_room_in_the_center__front_side_of.png,a person standing in front of a mirror in a room .
Loud_footsteps_in_theater____Amtrak_train__used_as.png,a man taking a picture of himself in a mirror .
It_is_believed_and_even_witnessed_that_the_ghost_o.png,a black and white photo of a farm
This_is_the_battlefield_where_the_Battle_of_New_Or.png,a giraffe standing in the middle of a lush green field .
Haunted_by_a_former_owner__the_ghost_does_not_like.png,a kitchen with a table and chairs and a table
Strange_presences_and_energies_felt__Gotham_and_th.png,a black and white photo of a church with a clock tower .
late_at_night__toilet_paper_can_be_heard_unravelin.png,a man taking a picture of himself in a mirror .
Things_such_as_cold_spGts__footsteps__and_objects.png,a black and white photo of a man in a mirror
There_is_an_old_women_s_college_in_Keatchie_down_H.png,a black and white photo of a building with a clock tower .
Down_old_highway_51B__There_is_an_old_haunted_Indi.png,a black and white photo of a fire hydrant
In_the_1800_s_a_woman_was_practicing_witch_craft_.png,a black and white photo of a vase with flowers
There_s_this_bridge_in_a_place_called_Refuge__It_s.png,a black and white photo of a park bench
St__Francis_Chapel_Courtyard____strong_presences_e.png,a clock tower in the middle of a park .
Army_Base_was_built_on_former_Native_Lands_and_was.png,a black and white photo of a brick building
Ghosts_roam_the_prison_yard__you_can_hear_screams.png,a train station with a train on the tracks .
NASA_GSFC___Bldg__16___16w___Back_side_of_w_by_wat.png,a tall building with a clock on the top of it .
There_s_an_old_place_called_beaver_gap_were_there.png,a woman riding on the back of a brown horse .
haunted_by_Hannah_Straw_who_is_buried_under_the_ki.png,a black and white photo of a man sitting on a bench .
Every_night_at_12_30_you_can_hear_a_man_yelling___.png,a car driving down a street next to a traffic light .
A_young_woman_was_seen_in_the_area_searching_the_s.png,a black and white photo of a person on a laptop .
was_once_a_confederate_hospital__Old_equipment_sti.png,a house that has a house in the background .
This_place_has_been_said_to_be_inhabited_by_logger.png,a black and white photo of a woman with a teddy bear .
There_are_sightings_of_a_woman_dressed_in_white_wa.png,a bench sitting in the middle of a flooded street .
Room_110___Reports_of_an_apparition_of_a_man__and.png,a black and white photo of a kitchen
The_older_people_from_the_area_say_that_this_is_wh.png,a cat sitting on a bench outside of a house .
Owned_in_Civil_War_times_by_a_very_cruel_and_abusi.png,a black and white photo of a man sitting on a bench .
The_Eagle_Saloon__now_the_Clayton_Club__was_a_Buil.png,a black and white photo of a city street
A_gray_orb_appeared_by_the_window_of_the_judge_s_o.png,a living room with a couch and a table
In_the_early_1930s_and_40s__some_members_of_the_KK.png,a group of men standing next to each other .
it_sits_alone_and_people_have_told_stories_on_hear.png,a black and white photo of a brick building
Badarka_Road_In_The_Woods___It_is_said_that_deep_i.png,a black and white photo of a fire hydrant
girl_in_white_gown_near_the_reservoir_at_the_bend.png,a bench sitting in the middle of a lake .
An_old_Cemetery_outside_of_town_has_been_shut_down.png,a fire hydrant in the middle of a field .
Room_277___There_is_a_ghost_of_what_is_probably_a.png,a black and white photo of a person standing in a room
The_mine_was_founded_by_Henry_Wickenburg__when_he.png,a bedroom with a bed and a window .
This_school_has_2_ghost__one_boy_committed_suicide.png,a group of people standing in front of a tv .
If_you_go_to_the_Judsonia_Cemetery_at_night__you_w.png,a statue of a teddy bear sitting on a rock .
This_is_not_to_tell_you_about_a_haunting__This_is.png,a black and white photo of a building with a clock tower .
6_miles_east_of_Catoosa_on_highway_412_sets_a_smal.png,a row of white vases sitting next to each other .
Many_people_claim_to_see_the_ghost_of_a_woman__Thi.png,a man standing in front of a large building .
Staff_on_5th_floor_report_hearing_noises_and_seein.png,a tall building with a clock on it
The_story_is_the_housekeeper_was_mysteriously_murd.png,a building with a clock on the side of it .
bowling_alley___A_few_years_back_the_Bowling_Alley.png,a black and white photo of a train station .
Legend_has_it_that_there_was_a_Married_couple_livi.png,a black and white photo of a dog in a window
a_room_on_the_2nd_floor_is_haunted_by_an_unknown_s.png,a living room with a couch and a table
As_you_drive_along_this_road_you_may_see_a_white_.png,a stop sign on the side of the road .
a_couple_that_where_to_be_wed_had_a_fight_and_the.png,a black cat sitting on a window sill .
This_haunted_dormitory_was_condemned_by_state_in_t.png,a black and white photo of a building with a clock tower .
June_2008_update__there_is_no_longer_an_abandoned.png,a cat is laying on the ground in front of a building .
Nogales_is_haunted_by_a_spirit_that_wanders_the_qu.png,a man walking down a sidewalk next to a building .
This_downtown_area_nightclub_is_inhabited_by_at_le.png,a street corner with a large building in the background .
this_is_a_building_that_has_existed_for_at_least_o.png,a black and white photo of a train station .
The_building_used_to_be_a_Mountain_Bell_phone_comp.png,a black and white photo of a street sign
Floor_boards_creak__and_voices_are_heard_at_this_s.png,a bath room with a toilet a sink and a mirror
Famous_hotel_from_the_20_s_that_has_been_home_to_e.png,a large clock tower towering over a city .
About_twenty_minutes_from_Little_Rock__this_is_an.png,a row of parking meters sitting next to each other .
This_bridge_is_haunted_by_the_woman_who_was_killed.png,a train traveling over a bridge over a river .
Eerie_darkness_in_the_baggage_compartment__And_rep.png,a group of people standing in a room .
Magma_Copper_Mine___Several_mine_workers_have_repo.png,a man standing on a snow covered sidewalk .
1st_Floor_Female_Dormitory____At_around_5AM__the_t.png,a bathroom with a toilet and a sink
Flashing_lights_seen__.png,a black and white photo of a room with a window .
In_the_summer_of_1949__15_year_old_Thelma_Taylor_w.png,a black and white photo of a train station .
The_Banning_Inn___A_specter_dubbed_the__White_Lady.png,a black and white photo of a building
A_warehouse_worker_that_died_while_working_in_the.png,a man in a suit and tie standing in front of a building .
The_teachers_and_students_have_experienced_someone.png,a room with a bed and a tv
Riviera_Beach_Volunteer_Fire_Company___An_old_Chie.png,a black and white photo of a city street
Ghost_of_an_old_man_is_seen_walking_the_central_st.png,a man standing in front of a doorway holding a cell phone .
The_shanghai_Tunnels_were_used_for_kidnapping_able.png,a black and white photo of a train station .
a_woman_walks_the_road_in_search_of_her_children_.png,a man and a woman are walking in the snow .
Built_in_1754__footsteps_can_be_heard_clearly_when.png,a black and white photo of a bathroom
This_home_we_know_is_haunted_it_has_been_under_num.png,a red and white fire hydrant in front of a house .
South_of_Heavener___Every_night_at_midnight_you_ca.png,a train traveling over a bridge over a river .
The_Rancho_Dominguez_Adobe_Ranch_House_is_now_a_mu.png,a blue umbrella sitting on top of a wooden deck .
NASA_GSFC___Bldg__1___feel_as_if_someone_is_follow.png,a view of a kitchen from the inside .
March_2004_update__There_was_recently_a_video_made.png,a black and white photo of a bathroom .
is_haunted_by_a_girl_who_was_killed_when_an_elevat.png,a bathroom with a toilet and a shower .
Six_Flags_America____Believed_to_be_haunted_by_the.png,a red fire hydrant sitting in the middle of a field .
Robert_Long_House___Reports_of_weird_feelings_are.png,a bathroom with a toilet and a sink
it_is_said_that_in_the_school_auditorium_lights_fl.png,a black and white photo of a man in a suit
Noises_and_things_being_moved__doors_opening_and_a.png,a black and white photo of a bedroom
This_is_an_old_cotton_mill_opened_in_1896__The_mil.png,a black and white photo of a fire hydrant .
Dykstra_Hall___Supposedly_there_is_a_lively_spirit.png,a black and white photo of a bathroom
Construction_people_working_on_road__rock_would_no.png,a row of surfboards sitting on top of a beach .
NASA_GSFC___Bldg__28___always_feels_like_someone_i.png,a red fire hydrant in front of a building .
some_reports_have_been_of_a_young_girl_roaming_the.png,a man standing in a doorway in a room .
In_the_back_of_Lake_Pleasant_there_have_been_many.png,a large elephant standing next to a body of water .
When_I_was_in_high_school_I_went_up_to_Ft__Washita.png,a horse standing in the middle of a field .
Campus_Dr____when_driving_alone_at_night_your_car.png,a fire hydrant in front of a building .
These_lights_always_seem_to_appear__Some_times_the.png,a room with a bed and a desk
Room_509___A_strange_light_seems_to_enter_the_buil.png,a view of a bathroom with a toilet and a window .
The_name_of_the_tabernacle_is_painted_onto_the_sid.png,a train on a track near a building
NASA_GSFC___Bldg__18___second_floor_computer_room_.png,a bathroom with a sink and a toilet
Old_Train_Depot___There_are_reports_of_people_hear.png,a red and white fire hydrant sitting on the side of a road .
215___reports_of_blue_lights_the_size_of_a_bowling.png,a black and white photo of a living room .
Located_at_the_corner_of_Sutter_And_Octavia__the_Q.png,a black and white photo of a clock tower .
Village_Falls_Cemetery___There_have_been_sightings.png,a fire hydrant sitting in the middle of a forest .
its_said_that_back_in_the_60s_a_bunch_of_hippies_w.png,a black and white photo of a sign on a building
Located_in_the_middle_of_San_Francisco__SAFEWAY_be.png,a room filled with lots of wooden furniture .
Hauntings_of_two_teenage_ghosts_that_were_mysterio.png,an old black and white photo of a church
Has_been_abandoned_since_the_1970_s_a_lot_of_stran.png,a black and white photo of a brick building
There_are_two_ghosts_of_Byng_Auditorium_.png,a living room filled with furniture and a window .
Apparitions_and_other_phenomena_have_reportedly_be.png,a man holding a pair of scissors in his hands .
Solar_Turbines___Harbor_Drive_near_San_Diego_Airpo.png,a black and white photo of a train
Revolutionary_War_soldiers_seen_here_at_times_.png,a black and white photo of a baseball team .
_R__Building___Most_of_the_staff_members_and_stude.png,a living room filled with furniture and a flat screen tv .
This_is_the_site_of_a_random_Romeo_haunting_that_h.png,a black and white photo of a bathroom
